spend_id,date,campaign_id,channel,utm_source,utm_medium,utm_campaign,impressions,clicks,ad_spend,currency
SP001286,2021-12-13,24,Display,google_display,display,campaign_24,477,5,10.0,USD
SP001287,2021-12-14,24,Display,google_display,display,campaign_24,323,4,10.0,USD
SP001288,2021-12-15,24,Display,google_display,display,campaign_24,83,1,10.0,USD
SP001289,2021-12-16,24,Display,google_display,display,campaign_24,219,3,10.0,USD
SP001290,2021-12-17,24,Display,google_display,display,campaign_24,346,5,10.0,USD
SP001291,2021-12-18,24,Display,google_display,display,campaign_24,227,3,10.0,USD
SP001292,2021-12-19,24,Display,google_display,display,campaign_24,251,3,10.0,USD
SP001293,2021-12-20,24,Display,google_display,display,campaign_24,412,5,10.0,USD
SP001294,2021-12-21,24,Display,google_display,display,campaign_24,271,3,10.0,USD
SP001295,2021-12-22,24,Display,google_display,display,campaign_24,647,9,10.0,USD
SP001296,2021-12-23,24,Display,google_display,display,campaign_24,293,4,10.0,USD
SP001297,2021-12-24,24,Display,google_display,display,campaign_24,143,2,10.0,USD
SP001298,2021-12-25,24,Display,google_display,display,campaign_24,269,4,10.0,USD
SP001299,2021-12-26,24,Display,google_display,display,campaign_24,271,3,10.0,USD
SP001300,2021-12-27,24,Display,google_display,display,campaign_24,270,4,10.0,USD
SP001301,2021-12-28,24,Display,google_display,display,campaign_24,172,2,10.0,USD
SP001302,2021-12-29,24,Display,google_display,display,campaign_24,156,2,10.0,USD
SP001303,2021-12-30,24,Display,google_display,display,campaign_24,99,1,10.0,USD
SP001304,2021-12-31,24,Display,google_display,display,campaign_24,262,3,10.0,USD
SP001305,2022-01-01,24,Display,google_display,display,campaign_24,712,8,10.0,USD
SP001306,2022-01-02,24,Display,google_display,display,campaign_24,241,3,10.0,USD
SP001307,2022-01-03,24,Display,google_display,display,campaign_24,792,9,10.0,USD
SP001308,2022-01-04,24,Display,google_display,display,campaign_24,441,5,10.0,USD
SP001309,2022-01-05,24,Display,google_display,display,campaign_24,96,1,10.0,USD
SP001310,2022-01-06,24,Display,google_display,display,campaign_24,487,6,10.0,USD
SP001311,2021-03-19,25,Paid Search,google,cpc,campaign_25,120,7,14.77,USD
SP001312,2021-03-20,25,Paid Search,google,cpc,campaign_25,35,2,10.0,USD
SP001313,2021-03-21,25,Paid Search,google,cpc,campaign_25,35,2,10.0,USD
SP001314,2021-03-22,25,Paid Search,google,cpc,campaign_25,139,8,16.89,USD
SP001315,2021-03-23,25,Paid Search,google,cpc,campaign_25,50,3,10.0,USD
SP001316,2021-03-24,25,Paid Search,google,cpc,campaign_25,66,4,10.0,USD
SP001317,2021-03-25,25,Paid Search,google,cpc,campaign_25,80,4,10.0,USD
SP001318,2021-03-26,25,Paid Search,google,cpc,campaign_25,152,8,20.44,USD
SP001319,2021-03-27,25,Paid Search,google,cpc,campaign_25,131,7,15.0,USD
SP001320,2021-03-28,25,Paid Search,google,cpc,campaign_25,53,3,10.0,USD
SP001321,2021-03-29,25,Paid Search,google,cpc,campaign_25,105,7,13.41,USD
SP001322,2021-03-30,25,Paid Search,google,cpc,campaign_25,132,6,12.76,USD
SP001323,2021-03-31,25,Paid Search,google,cpc,campaign_25,66,4,10.0,USD
SP001324,2021-04-01,25,Paid Search,google,cpc,campaign_25,41,2,10.0,USD
SP001325,2021-04-02,25,Paid Search,google,cpc,campaign_25,77,4,10.14,USD
SP001326,2021-04-03,25,Paid Search,google,cpc,campaign_25,68,4,10.33,USD
SP001327,2021-04-04,25,Paid Search,google,cpc,campaign_25,40,2,10.0,USD
SP001328,2021-04-05,25,Paid Search,google,cpc,campaign_25,50,3,10.0,USD
SP001329,2021-04-06,25,Paid Search,google,cpc,campaign_25,39,2,10.0,USD
SP001330,2021-04-07,25,Paid Search,google,cpc,campaign_25,59,3,10.0,USD
SP001331,2021-04-08,25,Paid Search,google,cpc,campaign_25,62,3,10.0,USD
SP001332,2021-04-09,25,Paid Search,google,cpc,campaign_25,78,4,10.0,USD
SP001333,2021-04-10,25,Paid Search,google,cpc,campaign_25,17,1,10.0,USD
SP001334,2021-04-11,25,Paid Search,google,cpc,campaign_25,115,6,15.0,USD
SP001335,2023-08-13,26,Email,email,email,campaign_26,121,6,10.0,USD
SP001336,2023-08-14,26,Email,email,email,campaign_26,88,4,10.0,USD
SP001337,2023-08-15,26,Email,email,email,campaign_26,66,3,10.0,USD
SP001338,2023-08-16,26,Email,email,email,campaign_26,24,1,10.0,USD
SP001339,2023-08-17,26,Email,email,email,campaign_26,40,2,10.0,USD
SP001340,2023-08-18,26,Email,email,email,campaign_26,82,4,10.0,USD
SP001341,2023-08-19,26,Email,email,email,campaign_26,41,2,10.0,USD
SP001342,2023-08-20,26,Email,email,email,campaign_26,130,6,10.0,USD
SP001343,2023-08-21,26,Email,email,email,campaign_26,179,8,10.0,USD
SP001344,2023-08-22,26,Email,email,email,campaign_26,117,5,10.0,USD
SP001345,2023-08-23,26,Email,email,email,campaign_26,79,4,10.0,USD
SP001346,2023-08-24,26,Email,email,email,campaign_26,42,2,10.0,USD
SP001347,2023-08-25,26,Email,email,email,campaign_26,113,5,10.0,USD
SP001348,2023-08-26,26,Email,email,email,campaign_26,48,2,10.0,USD
SP001349,2023-08-27,26,Email,email,email,campaign_26,87,4,10.0,USD
SP001350,2023-08-28,26,Email,email,email,campaign_26,21,1,10.0,USD
SP001351,2023-08-29,26,Email,email,email,campaign_26,67,3,10.0,USD
SP001352,2023-08-30,26,Email,email,email,campaign_26,65,3,10.0,USD
SP001353,2023-08-31,26,Email,email,email,campaign_26,122,5,10.0,USD
SP001354,2023-09-01,26,Email,email,email,campaign_26,45,2,10.0,USD
SP001355,2023-09-02,26,Email,email,email,campaign_26,145,6,10.0,USD
SP001356,2023-09-03,26,Email,email,email,campaign_26,114,5,10.0,USD
SP001357,2023-09-04,26,Email,email,email,campaign_26,24,1,10.0,USD
SP001358,2023-09-05,26,Email,email,email,campaign_26,105,5,10.0,USD
SP001359,2023-09-06,26,Email,email,email,campaign_26,104,5,10.0,USD
SP001360,2023-09-07,26,Email,email,email,campaign_26,64,3,10.0,USD
SP001361,2023-09-08,26,Email,email,email,campaign_26,142,6,10.0,USD
SP001362,2023-09-09,26,Email,email,email,campaign_26,50,2,10.0,USD
SP001363,2023-09-10,26,Email,email,email,campaign_26,125,6,10.0,USD
SP001364,2023-09-11,26,Email,email,email,campaign_26,44,2,10.0,USD
SP001365,2023-09-12,26,Email,email,email,campaign_26,135,5,10.0,USD
SP001366,2023-09-13,26,Email,email,email,campaign_26,66,3,10.0,USD
SP001367,2023-09-14,26,Email,email,email,campaign_26,128,6,10.0,USD
SP001368,2023-09-15,26,Email,email,email,campaign_26,52,2,10.0,USD
SP001369,2023-09-16,26,Email,email,email,campaign_26,42,2,10.0,USD
SP001370,2023-09-17,26,Email,email,email,campaign_26,77,3,10.0,USD
SP001371,2023-09-18,26,Email,email,email,campaign_26,96,4,10.0,USD
SP001372,2023-09-19,26,Email,email,email,campaign_26,103,4,44.39,USD
SP001373,2023-09-20,26,Email,email,email,campaign_26,73,3,10.0,USD
SP001374,2023-09-21,26,Email,email,email,campaign_26,25,1,10.0,USD
SP001375,2023-09-22,26,Email,email,email,campaign_26,60,3,10.0,USD
SP001376,2023-09-23,26,Email,email,email,campaign_26,182,8,10.0,USD
SP001377,2023-09-24,26,Email,email,email,campaign_26,46,2,10.0,USD
SP001378,2023-09-25,26,Email,email,email,campaign_26,60,3,10.0,USD
SP001379,2023-09-26,26,Email,email,email,campaign_26,120,6,10.0,USD
SP001380,2023-09-27,26,Email,email,email,campaign_26,46,2,10.0,USD
SP001381,2023-09-28,26,Email,email,email,campaign_26,65,3,10.0,USD
SP001382,2023-09-29,26,Email,email,email,campaign_26,94,4,10.0,USD
SP001383,2023-09-30,26,Email,email,email,campaign_26,89,4,10.0,USD
SP001384,2023-10-01,26,Email,email,email,campaign_26,74,3,10.0,USD
SP001385,2023-10-02,26,Email,email,email,campaign_26,106,5,10.0,USD
SP001386,2023-10-03,26,Email,email,email,campaign_26,99,5,10.0,USD
SP001387,2023-10-04,26,Email,email,email,campaign_26,81,4,10.0,USD
SP001388,2023-10-05,26,Email,email,email,campaign_26,88,4,10.0,USD
SP001389,2023-10-06,26,Email,email,email,campaign_26,163,6,10.0,USD
SP001390,2023-10-07,26,Email,email,email,campaign_26,118,5,10.0,USD
SP001391,2023-10-08,26,Email,email,email,campaign_26,89,4,10.0,USD
SP001392,2023-10-09,26,Email,email,email,campaign_26,51,2,10.0,USD
SP001393,2023-10-10,26,Email,email,email,campaign_26,156,6,10.0,USD
SP001394,2023-10-11,26,Email,email,email,campaign_26,58,3,10.0,USD
SP001395,2023-10-12,26,Email,email,email,campaign_26,61,3,10.0,USD
SP001396,2023-10-13,26,Email,email,email,campaign_26,126,6,10.0,USD
SP001397,2023-10-14,26,Email,email,email,campaign_26,62,3,10.0,USD
SP001398,2023-10-15,26,Email,email,email,campaign_26,75,3,10.0,USD
SP001399,2023-10-16,26,Email,email,email,campaign_26,49,2,10.0,USD
SP001400,2023-10-17,26,Email,email,email,campaign_26,207,8,10.0,USD
SP001401,2023-10-18,26,Email,email,email,campaign_26,46,2,10.0,USD
SP001402,2023-10-19,26,Email,email,email,campaign_26,95,4,10.0,USD
SP001403,2023-10-20,26,Email,email,email,campaign_26,97,4,10.0,USD
SP001404,2023-10-21,26,Email,email,email,campaign_26,88,4,10.0,USD
SP001405,2023-10-22,26,Email,email,email,campaign_26,43,2,10.0,USD
SP001406,2023-10-23,26,Email,email,email,campaign_26,117,5,10.0,USD
SP001407,2023-10-24,26,Email,email,email,campaign_26,215,7,10.0,USD
SP001408,2023-10-25,26,Email,email,email,campaign_26,142,7,10.0,USD
SP001409,2023-10-26,26,Email,email,email,campaign_26,48,2,10.0,USD
SP001410,2023-10-27,26,Email,email,email,campaign_26,95,5,10.0,USD
SP001411,2023-10-28,26,Email,email,email,campaign_26,118,5,10.0,USD
SP001412,2023-10-29,26,Email,email,email,campaign_26,72,3,10.0,USD
SP001413,2023-10-30,26,Email,email,email,campaign_26,77,3,10.0,USD
SP001414,2023-10-31,26,Email,email,email,campaign_26,116,5,10.0,USD
SP001415,2023-11-01,26,Email,email,email,campaign_26,45,2,10.0,USD
SP001416,2022-04-01,27,Display,google_display,display,campaign_27,263,3,10.0,USD
SP001417,2022-04-02,27,Display,google_display,display,campaign_27,354,4,10.0,USD
SP001418,2022-04-03,27,Display,google_display,display,campaign_27,239,3,10.0,USD
SP001419,2022-04-04,27,Display,google_display,display,campaign_27,87,1,10.0,USD
SP001420,2022-04-05,27,Display,google_display,display,campaign_27,237,3,10.0,USD
SP001421,2022-04-06,27,Display,google_display,display,campaign_27,229,3,10.0,USD
SP001422,2022-04-07,27,Display,google_display,display,campaign_27,127,2,10.0,USD
SP001423,2022-04-08,27,Display,google_display,display,campaign_27,397,5,10.0,USD
SP001424,2022-04-09,27,Display,google_display,display,campaign_27,185,2,10.0,USD
SP001425,2022-04-10,27,Display,google_display,display,campaign_27,351,4,10.0,USD
SP001426,2022-04-11,27,Display,google_display,display,campaign_27,424,5,10.0,USD
SP001427,2021-09-02,28,Affiliate,affiliate_network,affiliate,campaign_28,97,3,10.0,USD
SP001428,2021-09-03,28,Affiliate,affiliate_network,affiliate,campaign_28,109,3,10.0,USD
SP001429,2021-09-04,28,Affiliate,affiliate_network,affiliate,campaign_28,64,2,10.0,USD
SP001430,2021-09-05,28,Affiliate,affiliate_network,affiliate,campaign_28,170,4,10.0,USD
SP001431,2021-09-06,28,Affiliate,affiliate_network,affiliate,campaign_28,35,1,10.0,USD
SP001432,2021-09-07,28,Affiliate,affiliate_network,affiliate,campaign_28,196,6,10.0,USD
SP001433,2021-09-08,28,Affiliate,affiliate_network,affiliate,campaign_28,202,6,10.0,USD
SP001434,2021-09-09,28,Affiliate,affiliate_network,affiliate,campaign_28,153,4,10.0,USD
SP001435,2021-09-10,28,Affiliate,affiliate_network,affiliate,campaign_28,71,2,10.0,USD
SP001436,2021-09-11,28,Affiliate,affiliate_network,affiliate,campaign_28,308,7,10.83,USD
SP001437,2021-12-26,29,Email,email,email,campaign_29,44,2,10.0,USD
SP001438,2021-12-27,29,Email,email,email,campaign_29,91,4,10.0,USD
SP001439,2021-12-28,29,Email,email,email,campaign_29,190,9,10.0,USD
SP001440,2021-12-29,29,Email,email,email,campaign_29,88,4,10.0,USD
SP001441,2021-12-30,29,Email,email,email,campaign_29,21,1,10.0,USD
SP001442,2021-12-31,29,Email,email,email,campaign_29,184,8,10.0,USD
SP001443,2022-01-01,29,Email,email,email,campaign_29,118,5,10.0,USD
SP001444,2022-01-02,29,Email,email,email,campaign_29,49,2,10.0,USD
SP001445,2022-01-03,29,Email,email,email,campaign_29,45,2,10.0,USD
SP001446,2022-01-04,29,Email,email,email,campaign_29,22,1,10.0,USD
SP001447,2022-01-05,29,Email,email,email,campaign_29,85,4,10.0,USD
SP001448,2022-01-06,29,Email,email,email,campaign_29,22,1,10.0,USD
SP001449,2022-01-07,29,Email,email,email,campaign_29,43,2,10.0,USD
SP001450,2022-01-08,29,Email,email,email,campaign_29,91,4,10.0,USD
SP001451,2022-01-09,29,Email,email,email,campaign_29,78,3,10.0,USD
SP001452,2022-01-10,29,Email,email,email,campaign_29,67,3,10.0,USD
SP001453,2022-01-11,29,Email,email,email,campaign_29,84,4,10.0,USD
SP001454,2022-01-12,29,Email,email,email,campaign_29,25,1,10.0,USD
SP001455,2022-01-13,29,Email,email,email,campaign_29,43,2,10.0,USD
SP001456,2022-01-14,29,Email,email,email,campaign_29,37,2,10.0,USD
SP001457,2022-01-15,29,Email,email,email,campaign_29,112,5,10.0,USD
SP001458,2022-01-16,29,Email,email,email,campaign_29,111,5,10.0,USD
SP001459,2022-01-17,29,Email,email,email,campaign_29,131,5,10.0,USD
SP001460,2022-01-18,29,Email,email,email,campaign_29,75,3,10.0,USD
SP001461,2022-01-19,29,Email,email,email,campaign_29,24,1,10.0,USD
SP001462,2022-01-20,29,Email,email,email,campaign_29,21,1,10.0,USD
SP001463,2022-01-21,29,Email,email,email,campaign_29,122,5,10.0,USD
SP001464,2022-01-22,29,Email,email,email,campaign_29,136,5,10.0,USD
SP001465,2022-01-23,29,Email,email,email,campaign_29,43,2,10.0,USD
SP001466,2022-01-24,29,Email,email,email,campaign_29,48,2,10.0,USD
SP001467,2022-01-25,29,Email,email,email,campaign_29,105,4,10.0,USD
SP001468,2022-01-26,29,Email,email,email,campaign_29,104,5,10.0,USD
SP001469,2022-01-27,29,Email,email,email,campaign_29,115,5,10.0,USD
SP001470,2022-01-28,29,Email,email,email,campaign_29,64,3,10.0,USD
SP001471,2022-01-29,29,Email,email,email,campaign_29,53,2,10.0,USD
SP001472,2022-01-30,29,Email,email,email,campaign_29,225,10,10.0,USD
SP001473,2022-01-31,29,Email,email,email,campaign_29,123,5,10.0,USD
SP001474,2022-02-01,29,Email,email,email,campaign_29,43,2,10.0,USD
SP001475,2022-02-02,29,Email,email,email,campaign_29,21,1,10.0,USD
SP001476,2022-02-03,29,Email,email,email,campaign_29,124,6,10.0,USD
SP001477,2022-02-04,29,Email,email,email,campaign_29,58,3,10.0,USD
SP001478,2022-02-05,29,Email,email,email,campaign_29,88,4,10.0,USD
SP001479,2022-02-06,29,Email,email,email,campaign_29,63,3,10.0,USD
SP001480,2022-02-07,29,Email,email,email,campaign_29,66,3,10.0,USD
SP001481,2022-02-08,29,Email,email,email,campaign_29,93,5,10.0,USD
SP001482,2022-02-09,29,Email,email,email,campaign_29,66,3,10.0,USD
SP001483,2022-02-10,29,Email,email,email,campaign_29,23,1,10.0,USD
SP001484,2022-02-11,29,Email,email,email,campaign_29,115,5,10.0,USD
SP001485,2022-02-12,29,Email,email,email,campaign_29,61,3,10.0,USD
SP001486,2022-02-13,29,Email,email,email,campaign_29,67,3,10.0,USD
SP001487,2022-02-14,29,Email,email,email,campaign_29,62,3,10.0,USD
SP001488,2022-02-15,29,Email,email,email,campaign_29,104,5,10.0,USD
SP001489,2022-02-16,29,Email,email,email,campaign_29,97,4,10.0,USD
SP001490,2022-02-17,29,Email,email,email,campaign_29,98,4,10.0,USD
SP001491,2022-02-18,29,Email,email,email,campaign_29,83,4,10.0,USD
SP001492,2022-02-19,29,Email,email,email,campaign_29,129,5,10.0,USD
SP001493,2022-02-20,29,Email,email,email,campaign_29,52,2,10.0,USD
SP001494,2022-02-21,29,Email,email,email,campaign_29,111,6,10.0,USD
SP001495,2022-02-22,29,Email,email,email,campaign_29,27,1,10.0,USD
SP001496,2022-02-23,29,Email,email,email,campaign_29,61,3,10.0,USD
SP001497,2022-02-24,29,Email,email,email,campaign_29,92,4,10.0,USD
SP001498,2022-02-25,29,Email,email,email,campaign_29,84,4,10.0,USD
SP001499,2022-02-26,29,Email,email,email,campaign_29,21,1,10.0,USD
SP001500,2023-11-04,30,Social,meta,paid_social,campaign_30,58,2,10.0,USD
SP001501,2023-11-05,30,Social,meta,paid_social,campaign_30,114,4,10.0,USD
SP001502,2023-11-06,30,Social,meta,paid_social,campaign_30,79,3,10.0,USD
SP001503,2023-11-07,30,Social,meta,paid_social,campaign_30,152,6,10.0,USD
SP001504,2023-11-08,30,Social,meta,paid_social,campaign_30,77,3,10.0,USD
SP001505,2023-11-09,30,Social,meta,paid_social,campaign_30,56,2,10.0,USD
SP001506,2023-11-10,30,Social,meta,paid_social,campaign_30,29,1,10.0,USD
SP001507,2023-11-11,30,Social,meta,paid_social,campaign_30,95,3,10.0,USD
SP001508,2023-11-12,30,Social,meta,paid_social,campaign_30,84,3,10.0,USD
SP001509,2023-11-13,30,Social,meta,paid_social,campaign_30,86,3,10.0,USD
SP001510,2023-11-14,30,Social,meta,paid_social,campaign_30,52,2,10.0,USD
SP001511,2023-11-15,30,Social,meta,paid_social,campaign_30,81,3,10.0,USD
SP001512,2023-11-16,30,Social,meta,paid_social,campaign_30,101,4,10.0,USD
SP001513,2023-11-17,30,Social,meta,paid_social,campaign_30,195,6,10.0,USD
SP001514,2023-11-18,30,Social,meta,paid_social,campaign_30,123,5,10.0,USD
SP001515,2023-11-19,30,Social,meta,paid_social,campaign_30,191,7,10.0,USD
SP001516,2023-11-20,30,Social,meta,paid_social,campaign_30,223,7,10.0,USD
SP001517,2023-11-21,30,Social,meta,paid_social,campaign_30,66,2,10.0,USD
SP001518,2023-11-22,30,Social,meta,paid_social,campaign_30,103,4,10.0,USD
SP001519,2023-11-23,30,Social,meta,paid_social,campaign_30,58,2,10.0,USD
SP001520,2023-11-24,30,Social,meta,paid_social,campaign_30,88,3,10.0,USD
SP001521,2023-11-25,30,Social,meta,paid_social,campaign_30,118,4,10.0,USD
SP001522,2023-11-26,30,Social,meta,paid_social,campaign_30,126,4,10.0,USD
SP001523,2023-11-27,30,Social,meta,paid_social,campaign_30,193,7,10.0,USD
SP001524,2023-11-28,30,Social,meta,paid_social,campaign_30,68,2,10.0,USD
SP001525,2023-11-29,30,Social,meta,paid_social,campaign_30,124,5,10.0,USD
SP001526,2023-11-30,30,Social,meta,paid_social,campaign_30,51,2,10.0,USD
SP001527,2023-12-01,30,Social,meta,paid_social,campaign_30,82,3,10.0,USD
SP001528,2023-12-02,30,Social,meta,paid_social,campaign_30,104,4,10.0,USD
SP001529,2023-12-03,30,Social,meta,paid_social,campaign_30,26,1,10.0,USD
SP001530,2023-12-04,30,Social,meta,paid_social,campaign_30,84,3,10.0,USD
SP001531,2023-12-05,30,Social,meta,paid_social,campaign_30,58,2,10.0,USD
SP001532,2023-12-06,30,Social,meta,paid_social,campaign_30,88,3,10.0,USD
SP001533,2023-12-07,30,Social,meta,paid_social,campaign_30,74,3,10.0,USD
SP001534,2023-12-08,30,Social,meta,paid_social,campaign_30,93,3,10.0,USD
SP001535,2023-12-09,30,Social,meta,paid_social,campaign_30,247,8,10.0,USD
SP001536,2023-12-10,30,Social,meta,paid_social,campaign_30,104,4,10.0,USD
SP001537,2023-12-11,30,Social,meta,paid_social,campaign_30,52,2,10.0,USD
SP001538,2023-12-12,30,Social,meta,paid_social,campaign_30,88,3,10.0,USD
SP001539,2023-12-13,30,Social,meta,paid_social,campaign_30,108,4,10.0,USD
SP001540,2023-12-14,30,Social,meta,paid_social,campaign_30,27,1,10.0,USD
SP001541,2023-12-15,30,Social,meta,paid_social,campaign_30,98,3,10.0,USD
SP001542,2023-12-16,30,Social,meta,paid_social,campaign_30,100,4,10.0,USD
SP001543,2023-12-17,30,Social,meta,paid_social,campaign_30,138,5,10.0,USD
SP001544,2023-12-18,30,Social,meta,paid_social,campaign_30,115,4,10.0,USD
SP001545,2023-12-19,30,Social,meta,paid_social,campaign_30,35,1,10.0,USD
SP001546,2023-12-20,30,Social,meta,paid_social,campaign_30,140,5,10.0,USD
SP001547,2023-12-21,30,Social,meta,paid_social,campaign_30,132,4,10.0,USD
SP001548,2023-12-22,30,Social,meta,paid_social,campaign_30,119,5,10.0,USD
SP001549,2023-12-23,30,Social,meta,paid_social,campaign_30,86,3,10.0,USD
SP001550,2023-12-24,30,Social,meta,paid_social,campaign_30,71,3,10.0,USD
SP001551,2023-12-25,30,Social,meta,paid_social,campaign_30,168,6,10.0,USD
SP001552,2023-12-26,30,Social,meta,paid_social,campaign_30,60,2,10.0,USD
SP001553,2023-12-27,30,Social,meta,paid_social,campaign_30,50,2,10.0,USD
SP001554,2023-12-28,30,Social,meta,paid_social,campaign_30,109,4,10.0,USD
SP001555,2023-12-29,30,Social,meta,paid_social,campaign_30,69,3,10.0,USD
SP001556,2023-12-30,30,Social,meta,paid_social,campaign_30,121,4,10.0,USD
SP001557,2023-12-31,30,Social,meta,paid_social,campaign_30,25,1,10.0,USD
SP001558,2024-01-01,30,Social,meta,paid_social,campaign_30,159,6,10.0,USD
SP001559,2024-01-02,30,Social,meta,paid_social,campaign_30,105,3,10.0,USD
SP001560,2024-01-03,30,Social,meta,paid_social,campaign_30,190,8,10.11,USD
SP001561,2024-01-04,30,Social,meta,paid_social,campaign_30,503,20,21.49,USD
SP001562,2024-01-05,30,Social,meta,paid_social,campaign_30,228,8,10.48,USD
SP001563,2024-01-06,30,Social,meta,paid_social,campaign_30,197,7,10.0,USD
SP001564,2023-10-26,31,Affiliate,affiliate_network,affiliate,campaign_31,271,8,10.49,USD
SP001565,2023-10-27,31,Affiliate,affiliate_network,affiliate,campaign_31,44,1,10.0,USD
SP001566,2023-10-28,31,Affiliate,affiliate_network,affiliate,campaign_31,119,4,10.0,USD
SP001567,2023-10-29,31,Affiliate,affiliate_network,affiliate,campaign_31,67,2,10.0,USD
SP001568,2023-10-30,31,Affiliate,affiliate_network,affiliate,campaign_31,177,5,10.0,USD
SP001569,2023-10-31,31,Affiliate,affiliate_network,affiliate,campaign_31,101,3,10.0,USD
SP001570,2023-11-01,31,Affiliate,affiliate_network,affiliate,campaign_31,112,3,10.0,USD
SP001571,2023-11-02,31,Affiliate,affiliate_network,affiliate,campaign_31,139,4,10.0,USD
SP001572,2023-11-03,31,Affiliate,affiliate_network,affiliate,campaign_31,206,6,10.0,USD
SP001573,2023-11-04,31,Affiliate,affiliate_network,affiliate,campaign_31,157,5,10.0,USD
SP001574,2023-11-05,31,Affiliate,affiliate_network,affiliate,campaign_31,180,5,10.0,USD
SP001575,2023-11-06,31,Affiliate,affiliate_network,affiliate,campaign_31,329,8,13.06,USD
SP001576,2023-11-07,31,Affiliate,affiliate_network,affiliate,campaign_31,329,9,11.75,USD
SP001577,2023-11-08,31,Affiliate,affiliate_network,affiliate,campaign_31,67,2,10.0,USD
SP001578,2023-11-09,31,Affiliate,affiliate_network,affiliate,campaign_31,37,1,10.0,USD
SP001579,2023-11-10,31,Affiliate,affiliate_network,affiliate,campaign_31,234,7,10.0,USD
SP001580,2023-11-11,31,Affiliate,affiliate_network,affiliate,campaign_31,248,7,10.0,USD
SP001581,2023-11-12,31,Affiliate,affiliate_network,affiliate,campaign_31,78,2,10.0,USD
SP001582,2023-11-13,31,Affiliate,affiliate_network,affiliate,campaign_31,68,2,10.0,USD
SP001583,2023-11-14,31,Affiliate,affiliate_network,affiliate,campaign_31,208,6,10.0,USD
SP001584,2023-11-15,31,Affiliate,affiliate_network,affiliate,campaign_31,134,4,10.0,USD
SP001585,2023-11-16,31,Affiliate,affiliate_network,affiliate,campaign_31,131,4,10.0,USD
SP001586,2023-11-17,31,Affiliate,affiliate_network,affiliate,campaign_31,94,3,10.0,USD
SP001587,2023-11-18,31,Affiliate,affiliate_network,affiliate,campaign_31,67,2,10.0,USD
SP001588,2023-11-19,31,Affiliate,affiliate_network,affiliate,campaign_31,139,4,10.0,USD
SP001589,2023-11-20,31,Affiliate,affiliate_network,affiliate,campaign_31,67,2,10.0,USD
SP001590,2023-11-21,31,Affiliate,affiliate_network,affiliate,campaign_31,37,1,10.0,USD
SP001591,2023-11-22,31,Affiliate,affiliate_network,affiliate,campaign_31,112,3,10.0,USD
SP001592,2023-11-23,31,Affiliate,affiliate_network,affiliate,campaign_31,93,3,10.0,USD
SP001593,2023-11-24,31,Affiliate,affiliate_network,affiliate,campaign_31,75,2,10.0,USD
SP001594,2023-11-25,31,Affiliate,affiliate_network,affiliate,campaign_31,116,3,10.0,USD
SP001595,2023-11-26,31,Affiliate,affiliate_network,affiliate,campaign_31,101,3,10.0,USD
SP001596,2023-11-27,31,Affiliate,affiliate_network,affiliate,campaign_31,74,2,10.0,USD
SP001597,2023-11-28,31,Affiliate,affiliate_network,affiliate,campaign_31,292,8,12.66,USD
SP001598,2023-11-29,31,Affiliate,affiliate_network,affiliate,campaign_31,137,4,10.0,USD
SP001599,2023-11-30,31,Affiliate,affiliate_network,affiliate,campaign_31,112,3,10.0,USD
SP001600,2023-12-01,31,Affiliate,affiliate_network,affiliate,campaign_31,139,4,10.0,USD
SP001601,2023-12-02,31,Affiliate,affiliate_network,affiliate,campaign_31,72,2,10.0,USD
SP001602,2023-12-03,31,Affiliate,affiliate_network,affiliate,campaign_31,65,2,10.0,USD
SP001603,2021-08-05,32,Social,meta,paid_social,campaign_32,131,5,10.0,USD
SP001604,2021-08-06,32,Social,meta,paid_social,campaign_32,60,2,10.0,USD
SP001605,2021-08-07,32,Social,meta,paid_social,campaign_32,55,2,10.0,USD
SP001606,2021-08-08,32,Social,meta,paid_social,campaign_32,258,10,13.38,USD
SP001607,2021-08-09,32,Social,meta,paid_social,campaign_32,157,5,10.0,USD
SP001608,2021-08-10,32,Social,meta,paid_social,campaign_32,201,7,10.0,USD
SP001609,2021-08-11,32,Social,meta,paid_social,campaign_32,83,3,10.0,USD
SP001610,2021-08-12,32,Social,meta,paid_social,campaign_32,126,4,10.0,USD
SP001611,2021-08-13,32,Social,meta,paid_social,campaign_32,97,4,10.0,USD
SP001612,2021-08-14,32,Social,meta,paid_social,campaign_32,207,7,10.0,USD
SP001613,2021-08-15,32,Social,meta,paid_social,campaign_32,73,3,10.0,USD
SP001614,2021-08-16,32,Social,meta,paid_social,campaign_32,30,1,10.0,USD
SP001615,2021-08-17,32,Social,meta,paid_social,campaign_32,278,9,10.56,USD
SP001616,2021-08-18,32,Social,meta,paid_social,campaign_32,111,4,10.0,USD
SP001617,2021-08-19,32,Social,meta,paid_social,campaign_32,194,5,10.0,USD
SP001618,2021-08-20,32,Social,meta,paid_social,campaign_32,56,2,10.0,USD
SP001619,2021-08-21,32,Social,meta,paid_social,campaign_32,55,2,10.0,USD
SP001620,2021-08-22,32,Social,meta,paid_social,campaign_32,147,5,10.0,USD
SP001621,2021-08-23,32,Social,meta,paid_social,campaign_32,88,3,10.0,USD
SP001622,2021-08-24,32,Social,meta,paid_social,campaign_32,90,3,10.0,USD
SP001623,2021-08-25,32,Social,meta,paid_social,campaign_32,115,4,10.0,USD
