customer_id,traffic_source,campaign_id,attributed_revenue,attribution_model
24567,Affiliate,36,1728.5833333333333,Linear
24572,Paid Social,21,0.0,Linear
24572,Paid Social,15,0.0,Linear
24572,Paid Social,41,0.0,Linear
24574,Paid Search,24,1004.8914285714284,Linear
24574,Paid Search,40,1004.8914285714284,Linear
24574,Paid Social,15,1004.8914285714284,Linear
24574,Paid Search,12,1004.8914285714284,Linear
24574,Email,39,1004.8914285714284,Linear
24574,Display,50,1004.8914285714284,Linear
24574,Email,22,1004.8914285714284,Linear
24575,Paid Search,18,0.0,Linear
24575,Display,13,0.0,Linear
24575,Referrals,23,0.0,Linear
24575,Referrals,46,0.0,Linear
24578,Affiliate,4,227.79,Linear
24578,Referrals,24,227.79,Linear
24578,Paid Search,20,227.79,Linear
24578,Paid Social,31,227.79,Linear
24581,Email,40,1724.168333333333,Linear
24581,Direct,39,1724.168333333333,Linear
24581,Direct,27,1724.168333333333,Linear
24581,Referrals,45,1724.168333333333,Linear
24581,Paid Search,39,1724.168333333333,Linear
24581,Referrals,16,1724.168333333333,Linear
24582,Email,19,283.145,Linear
24582,Display,44,283.145,Linear
24582,Paid Social,7,283.145,Linear
24582,Direct,18,283.145,Linear
24586,Direct,44,0.0,Linear
24589,Display,31,810.5433333333334,Linear
24589,Paid Social,46,810.5433333333334,Linear
24589,Display,28,810.5433333333334,Linear
24599,Paid Social,47,0.0,Linear
24599,Paid Search,25,0.0,Linear
24599,Paid Social,11,0.0,Linear
24599,Direct,42,0.0,Linear
24599,Paid Social,40,0.0,Linear
24599,Direct,18,0.0,Linear
24603,Display,37,443.50666666666666,Linear
24603,Referrals,43,443.50666666666666,Linear
24603,Affiliate,42,443.50666666666666,Linear
24603,Referrals,10,443.50666666666666,Linear
24603,Paid Social,47,443.50666666666666,Linear
24603,Paid Social,28,443.50666666666666,Linear
24603,Email,50,443.50666666666666,Linear
24603,Display,6,443.50666666666666,Linear
24603,Display,29,443.50666666666666,Linear
24605,Display,35,1040.675,Linear
24605,Affiliate,24,1040.675,Linear
24605,Affiliate,32,1040.675,Linear
24605,Paid Search,13,1040.675,Linear
24608,Affiliate,7,1081.57,Linear
24608,Display,29,1081.57,Linear
24608,Paid Social,22,1081.57,Linear
24608,Direct,10,1081.57,Linear
24609,Paid Search,16,0.0,Linear
24609,Paid Social,22,0.0,Linear
24612,Paid Social,16,546.35,Linear
24612,Display,32,546.35,Linear
24612,Direct,13,546.35,Linear
24617,Direct,2,1237.155,Linear
24617,Paid Social,40,1237.155,Linear
24617,Email,13,1237.155,Linear
24617,Affiliate,43,1237.155,Linear
24618,Direct,23,0.0,Linear
24618,Display,34,0.0,Linear
24618,Display,15,0.0,Linear
24618,Paid Search,10,0.0,Linear
24618,Referrals,47,0.0,Linear
24619,Display,36,217.94538461538465,Linear
24619,Paid Search,16,217.94538461538465,Linear
24619,Display,40,217.94538461538465,Linear
24619,Display,1,217.94538461538465,Linear
24619,Display,25,217.94538461538465,Linear
24619,Paid Social,31,217.94538461538465,Linear
24619,Paid Social,10,217.94538461538465,Linear
24619,Affiliate,34,217.94538461538465,Linear
24619,Email,34,217.94538461538465,Linear
24619,Referrals,26,217.94538461538465,Linear
24619,Affiliate,22,217.94538461538465,Linear
24619,Email,40,217.94538461538465,Linear
24619,Display,50,217.94538461538465,Linear
24623,Paid Search,17,55.17333333333334,Linear
24623,Paid Search,8,55.17333333333334,Linear
24623,Paid Search,9,55.17333333333334,Linear
24624,Paid Social,39,687.0125,Linear
24624,Direct,4,687.0125,Linear
24624,Affiliate,5,687.0125,Linear
24624,Paid Social,30,687.0125,Linear
24627,Paid Search,15,0.0,Linear
24627,Direct,4,0.0,Linear
24627,Display,40,0.0,Linear
24627,Display,45,0.0,Linear
24627,Email,9,0.0,Linear
24627,Paid Search,10,0.0,Linear
24627,Display,47,0.0,Linear
24627,Paid Social,20,0.0,Linear
24629,Direct,45,44.916363636363634,Linear
24629,Display,22,44.916363636363634,Linear
24629,Paid Social,44,44.916363636363634,Linear
24629,Affiliate,31,44.916363636363634,Linear
24629,Paid Search,3,44.916363636363634,Linear
24629,Paid Search,47,44.916363636363634,Linear
24629,Affiliate,25,44.916363636363634,Linear
24629,Email,35,44.916363636363634,Linear
24629,Paid Search,32,44.916363636363634,Linear
24629,Paid Search,2,44.916363636363634,Linear
24629,Affiliate,1,44.916363636363634,Linear
24631,Affiliate,38,0.0,Linear
24631,Affiliate,14,0.0,Linear
24631,Referrals,41,0.0,Linear
24631,Email,42,0.0,Linear
24631,Referrals,31,0.0,Linear
24631,Affiliate,18,0.0,Linear
24631,Referrals,25,0.0,Linear
24631,Email,28,0.0,Linear
24631,Direct,6,0.0,Linear
24631,Email,38,0.0,Linear
24631,Display,35,0.0,Linear
24632,Display,41,0.0,Linear
24635,Affiliate,17,526.75,Linear
24635,Referrals,45,526.75,Linear
24635,Direct,43,526.75,Linear
24637,Direct,36,1047.0177777777778,Linear
24637,Referrals,10,1047.0177777777778,Linear
24637,Email,21,1047.0177777777778,Linear
24637,Referrals,15,1047.0177777777778,Linear
24637,Paid Social,11,1047.0177777777778,Linear
24637,Paid Social,9,1047.0177777777778,Linear
24637,Display,48,1047.0177777777778,Linear
24637,Paid Social,19,1047.0177777777778,Linear
24637,Email,44,1047.0177777777778,Linear
24638,Display,48,0.0,Linear
24641,Display,50,1035.19,Linear
24641,Affiliate,42,1035.19,Linear
24643,Direct,4,0.0,Linear
24643,Email,30,0.0,Linear
24644,Affiliate,23,508.205,Linear
24644,Paid Social,14,508.205,Linear
24645,Email,4,283.8975,Linear
24645,Referrals,35,283.8975,Linear
24645,Paid Search,38,283.8975,Linear
24645,Paid Search,1,283.8975,Linear
24646,Display,32,0.0,Linear
24646,Direct,36,0.0,Linear
24646,Direct,25,0.0,Linear
24646,Display,16,0.0,Linear
24646,Direct,10,0.0,Linear
24646,Display,3,0.0,Linear
24646,Direct,24,0.0,Linear
24646,Paid Social,47,0.0,Linear
24646,Paid Search,33,0.0,Linear
24650,Display,19,912.3,Linear
24657,Direct,18,145.644,Linear
24657,Paid Social,49,145.644,Linear
24657,Email,35,145.644,Linear
24657,Display,2,145.644,Linear
24657,Paid Search,32,145.644,Linear
24657,Paid Search,19,145.644,Linear
24657,Paid Search,47,145.644,Linear
24657,Direct,9,145.644,Linear
24657,Email,49,145.644,Linear
24657,Paid Search,25,145.644,Linear
24664,Referrals,39,0.0,Linear
24664,Email,46,0.0,Linear
24664,Display,20,0.0,Linear
24664,Direct,11,0.0,Linear
24664,Paid Search,11,0.0,Linear
24666,Affiliate,40,345.5842857142857,Linear
24666,Direct,31,345.5842857142857,Linear
24666,Paid Social,16,345.5842857142857,Linear
24666,Direct,30,345.5842857142857,Linear
24666,Referrals,8,345.5842857142857,Linear
24666,Email,38,345.5842857142857,Linear
24666,Paid Search,9,345.5842857142857,Linear
24670,Email,4,1693.8975,Linear
24670,Paid Search,41,1693.8975,Linear
24670,Email,34,1693.8975,Linear
24670,Paid Social,29,1693.8975,Linear
24672,Referrals,50,0.0,Linear
24674,Paid Social,36,0.0,Linear
24675,Direct,31,2053.52,Linear
24675,Direct,1,2053.52,Linear
24679,Paid Search,20,0.0,Linear
24683,Email,43,493.75666666666666,Linear
24683,Paid Social,8,493.75666666666666,Linear
24683,Paid Social,46,493.75666666666666,Linear
24683,Paid Search,16,493.75666666666666,Linear
24683,Paid Social,25,493.75666666666666,Linear
24683,Email,49,493.75666666666666,Linear
24687,Referrals,14,97.035,Linear
24687,Email,15,97.035,Linear
24689,Paid Social,16,99.018,Linear
24689,Display,33,99.018,Linear
24689,Affiliate,31,99.018,Linear
24689,Email,9,99.018,Linear
24689,Direct,6,99.018,Linear
24690,Referrals,6,1288.248,Linear
24690,Paid Search,41,1288.248,Linear
24690,Paid Search,41,1288.248,Linear
24690,Direct,4,1288.248,Linear
24690,Paid Search,30,1288.248,Linear
24691,Display,17,687.9739999999999,Linear
24691,Referrals,42,687.9739999999999,Linear
24691,Paid Search,27,687.9739999999999,Linear
24691,Email,28,687.9739999999999,Linear
24691,Display,15,687.9739999999999,Linear
24694,Referrals,30,0.0,Linear
24694,Display,11,0.0,Linear
24694,Display,33,0.0,Linear
24694,Paid Search,15,0.0,Linear
24694,Direct,15,0.0,Linear
24694,Referrals,42,0.0,Linear
24694,Email,14,0.0,Linear
24695,Referrals,46,516.546,Linear
24695,Direct,20,516.546,Linear
24695,Email,39,516.546,Linear
24695,Direct,38,516.546,Linear
24695,Display,50,516.546,Linear
24696,Display,7,0.0,Linear
24696,Direct,4,0.0,Linear
24696,Display,42,0.0,Linear
24696,Email,17,0.0,Linear
24696,Paid Social,14,0.0,Linear
24696,Direct,22,0.0,Linear
24696,Paid Search,14,0.0,Linear
24696,Paid Search,16,0.0,Linear
24696,Direct,2,0.0,Linear
24696,Display,2,0.0,Linear
24702,Affiliate,13,0.0,Linear
24702,Direct,23,0.0,Linear
24702,Direct,4,0.0,Linear
24702,Email,35,0.0,Linear
24702,Direct,30,0.0,Linear
24702,Affiliate,7,0.0,Linear
24702,Email,17,0.0,Linear
24702,Display,5,0.0,Linear
24712,Display,47,0.0,Linear
24712,Display,18,0.0,Linear
24712,Email,46,0.0,Linear
24712,Referrals,30,0.0,Linear
24712,Paid Social,49,0.0,Linear
24712,Direct,17,0.0,Linear
24712,Email,33,0.0,Linear
24712,Email,12,0.0,Linear
24712,Affiliate,32,0.0,Linear
24712,Display,38,0.0,Linear
24713,Affiliate,15,0.0,Linear
24713,Display,40,0.0,Linear
24713,Direct,17,0.0,Linear
24713,Direct,15,0.0,Linear
24713,Email,1,0.0,Linear
24713,Direct,1,0.0,Linear
24713,Email,5,0.0,Linear
24714,Direct,32,0.0,Linear
24714,Affiliate,28,0.0,Linear
24714,Email,5,0.0,Linear
24714,Direct,36,0.0,Linear
24719,Affiliate,48,0.0,Linear
24719,Paid Social,30,0.0,Linear
24720,Paid Social,32,189.54,Linear
24721,Direct,19,425.42,Linear
24721,Direct,28,425.42,Linear
24721,Affiliate,30,425.42,Linear
24721,Email,31,425.42,Linear
24722,Paid Search,38,0.0,Linear
24722,Direct,39,0.0,Linear
24722,Paid Social,28,0.0,Linear
24724,Referrals,44,0.0,Linear
24724,Affiliate,6,0.0,Linear
24724,Display,10,0.0,Linear
24724,Direct,19,0.0,Linear
24724,Affiliate,18,0.0,Linear
24724,Direct,30,0.0,Linear
24724,Email,45,0.0,Linear
24724,Affiliate,9,0.0,Linear
24724,Paid Social,36,0.0,Linear
24724,Referrals,28,0.0,Linear
24724,Paid Search,38,0.0,Linear
24725,Email,36,33.5,Linear
24725,Referrals,43,33.5,Linear
24725,Referrals,5,33.5,Linear
24725,Display,41,33.5,Linear
24725,Email,1,33.5,Linear
24725,Email,28,33.5,Linear
24725,Referrals,42,33.5,Linear
24725,Display,46,33.5,Linear
24726,Display,29,0.0,Linear
24726,Paid Social,16,0.0,Linear
24726,Paid Search,48,0.0,Linear
24726,Paid Social,42,0.0,Linear
24728,Paid Search,10,47.95555555555556,Linear
24728,Paid Social,30,47.95555555555556,Linear
24728,Paid Social,3,47.95555555555556,Linear
24728,Email,29,47.95555555555556,Linear
24728,Referrals,11,47.95555555555556,Linear
24728,Paid Social,8,47.95555555555556,Linear
24728,Display,24,47.95555555555556,Linear
24728,Paid Social,20,47.95555555555556,Linear
24728,Referrals,26,47.95555555555556,Linear
24730,Affiliate,42,259.8416666666667,Linear
24730,Paid Search,19,259.8416666666667,Linear
24730,Email,43,259.8416666666667,Linear
24730,Direct,30,259.8416666666667,Linear
24730,Paid Social,6,259.8416666666667,Linear
24730,Paid Search,28,259.8416666666667,Linear
24737,Referrals,15,0.0,Linear
24737,Email,49,0.0,Linear
24737,Email,23,0.0,Linear
24739,Display,33,0.0,Linear
24739,Direct,29,0.0,Linear
24739,Referrals,11,0.0,Linear
24741,Email,45,1502.2,Linear
24742,Display,16,180.835,Linear
24742,Referrals,38,180.835,Linear
24749,Email,24,10960.89,Linear
24753,Display,12,0.0,Linear
24753,Referrals,15,0.0,Linear
24753,Paid Social,43,0.0,Linear
24753,Paid Search,15,0.0,Linear
24753,Direct,45,0.0,Linear
24754,Paid Social,6,0.0,Linear
24754,Display,33,0.0,Linear
24754,Affiliate,10,0.0,Linear
24754,Display,35,0.0,Linear
24754,Direct,11,0.0,Linear
24754,Paid Social,43,0.0,Linear
24755,Paid Social,46,1007.89,Linear
24756,Email,15,398.41636363636366,Linear
24756,Email,17,398.41636363636366,Linear
24756,Paid Social,2,398.41636363636366,Linear
24756,Paid Search,44,398.41636363636366,Linear
24756,Referrals,4,398.41636363636366,Linear
24756,Paid Social,12,398.41636363636366,Linear
24756,Email,32,398.41636363636366,Linear
24756,Paid Social,15,398.41636363636366,Linear
24756,Paid Social,27,398.41636363636366,Linear
24756,Display,48,398.41636363636366,Linear
24756,Paid Social,39,398.41636363636366,Linear
24759,Display,49,570.9866666666667,Linear
24759,Paid Social,34,570.9866666666667,Linear
24759,Affiliate,47,570.9866666666667,Linear
24760,Referrals,17,512.435,Linear
24760,Display,45,512.435,Linear
24762,Affiliate,15,57.4475,Linear
24762,Affiliate,24,57.4475,Linear
24762,Email,41,57.4475,Linear
24762,Affiliate,28,57.4475,Linear
24764,Referrals,14,45.67,Linear
24764,Referrals,3,45.67,Linear
24764,Direct,30,45.67,Linear
24764,Paid Social,15,45.67,Linear
24764,Paid Social,17,45.67,Linear
24764,Display,23,45.67,Linear
24764,Display,16,45.67,Linear
24764,Affiliate,31,45.67,Linear
24764,Email,35,45.67,Linear
24764,Paid Search,9,45.67,Linear
24767,Paid Social,12,90.64285714285714,Linear
24767,Paid Social,12,90.64285714285714,Linear
24767,Paid Social,46,90.64285714285714,Linear
24767,Display,44,90.64285714285714,Linear
24767,Paid Social,10,90.64285714285714,Linear
24767,Affiliate,21,90.64285714285714,Linear
24767,Paid Search,48,90.64285714285714,Linear
24774,Email,25,10444.64,Linear
24775,Direct,3,105.695,Linear
24775,Affiliate,12,105.695,Linear
24775,Paid Social,22,105.695,Linear
24775,Paid Search,40,105.695,Linear
24777,Display,18,1746.415,Linear
24777,Referrals,33,1746.415,Linear
24778,Affiliate,17,1914.79,Linear
24779,Display,18,497.2633333333333,Linear
24779,Direct,30,497.2633333333333,Linear
24779,Email,15,497.2633333333333,Linear
24779,Display,41,497.2633333333333,Linear
24779,Email,27,497.2633333333333,Linear
24779,Direct,47,497.2633333333333,Linear
24783,Direct,43,1377.72,Linear
24785,Direct,12,0.0,Linear
24785,Referrals,7,0.0,Linear
24786,Paid Social,38,0.0,Linear
24786,Paid Search,25,0.0,Linear
24786,Direct,23,0.0,Linear
24787,Direct,26,705.3175,Linear
24787,Email,7,705.3175,Linear
24787,Paid Search,22,705.3175,Linear
24787,Paid Social,27,705.3175,Linear
24789,Affiliate,23,0.0,Linear
24789,Referrals,41,0.0,Linear
24789,Referrals,47,0.0,Linear
24789,Paid Social,13,0.0,Linear
24789,Paid Search,16,0.0,Linear
24791,Referrals,35,0.0,Linear
24791,Display,6,0.0,Linear
24791,Email,29,0.0,Linear
24791,Paid Search,47,0.0,Linear
24791,Display,19,0.0,Linear
24791,Referrals,12,0.0,Linear
24791,Display,46,0.0,Linear
24791,Referrals,15,0.0,Linear
24791,Display,29,0.0,Linear
24795,Affiliate,46,294.372,Linear
24795,Paid Search,31,294.372,Linear
24795,Display,50,294.372,Linear
24795,Direct,16,294.372,Linear
24795,Display,32,294.372,Linear
24795,Paid Social,18,294.372,Linear
24795,Paid Social,13,294.372,Linear
24795,Display,2,294.372,Linear
24795,Email,36,294.372,Linear
24795,Paid Social,11,294.372,Linear
24796,Display,10,0.0,Linear
24800,Email,39,3007.285,Linear
24800,Paid Social,14,3007.285,Linear
24802,Display,32,942.13375,Linear
24802,Paid Search,8,942.13375,Linear
24802,Referrals,3,942.13375,Linear
24802,Email,24,942.13375,Linear
24802,Paid Social,1,942.13375,Linear
24802,Affiliate,9,942.13375,Linear
24802,Paid Search,45,942.13375,Linear
24802,Email,40,942.13375,Linear
24803,Paid Search,43,0.0,Linear
24803,Paid Social,11,0.0,Linear
24803,Paid Search,47,0.0,Linear
24803,Email,2,0.0,Linear
24803,Paid Search,35,0.0,Linear
24803,Display,35,0.0,Linear
24803,Affiliate,34,0.0,Linear
24806,Direct,37,957.9655555555556,Linear
24806,Display,4,957.9655555555556,Linear
24806,Referrals,45,957.9655555555556,Linear
24806,Paid Search,28,957.9655555555556,Linear
24806,Paid Search,31,957.9655555555556,Linear
24806,Display,37,957.9655555555556,Linear
24806,Referrals,10,957.9655555555556,Linear
24806,Direct,46,957.9655555555556,Linear
24806,Display,9,957.9655555555556,Linear
24810,Direct,13,651.495,Linear
24810,Direct,27,651.495,Linear
24811,Display,26,1139.7666666666669,Linear
24811,Affiliate,31,1139.7666666666669,Linear
24811,Affiliate,3,1139.7666666666669,Linear
24812,Referrals,34,970.2,Linear
24814,Referrals,7,0.0,Linear
24814,Paid Social,35,0.0,Linear
24814,Email,41,0.0,Linear
24814,Paid Search,38,0.0,Linear
24814,Display,39,0.0,Linear
24814,Display,22,0.0,Linear
24820,Referrals,33,198.228,Linear
24820,Affiliate,26,198.228,Linear
24820,Paid Social,19,198.228,Linear
24820,Direct,39,198.228,Linear
24820,Affiliate,27,198.228,Linear
24820,Paid Search,24,198.228,Linear
24820,Display,44,198.228,Linear
24820,Direct,13,198.228,Linear
24820,Affiliate,36,198.228,Linear
24820,Display,35,198.228,Linear
24821,Paid Social,32,2497.9,Linear
24821,Affiliate,1,2497.9,Linear
24824,Display,22,331.76,Linear
24824,Email,5,331.76,Linear
24824,Paid Social,46,331.76,Linear
24824,Paid Social,3,331.76,Linear
24825,Display,2,3652.62,Linear
24827,Referrals,36,0.0,Linear
24828,Email,17,548.82,Linear
24829,Direct,34,86.958,Linear
24829,Email,49,86.958,Linear
24829,Direct,6,86.958,Linear
24829,Paid Social,46,86.958,Linear
24829,Paid Social,36,86.958,Linear
24829,Paid Search,38,86.958,Linear
24829,Email,39,86.958,Linear
24829,Email,40,86.958,Linear
24829,Direct,42,86.958,Linear
24829,Affiliate,17,86.958,Linear
24831,Display,29,0.0,Linear
24831,Paid Search,49,0.0,Linear
24831,Affiliate,10,0.0,Linear
24831,Referrals,35,0.0,Linear
24831,Referrals,22,0.0,Linear
24831,Paid Search,33,0.0,Linear
24831,Paid Social,7,0.0,Linear
24831,Paid Search,48,0.0,Linear
24831,Referrals,11,0.0,Linear
24832,Paid Search,30,58.805,Linear
24832,Email,49,58.805,Linear
24832,Affiliate,26,58.805,Linear
24832,Paid Social,24,58.805,Linear
24832,Referrals,19,58.805,Linear
24832,Email,41,58.805,Linear
24833,Display,3,519.885,Linear
24833,Display,36,519.885,Linear
24847,Paid Search,40,215.97571428571428,Linear
24847,Email,3,215.97571428571428,Linear
24847,Display,28,215.97571428571428,Linear
24847,Paid Search,34,215.97571428571428,Linear
24847,Email,44,215.97571428571428,Linear
24847,Email,32,215.97571428571428,Linear
24847,Affiliate,44,215.97571428571428,Linear
24848,Referrals,28,1203.1,Linear
24852,Affiliate,47,0.0,Linear
24852,Paid Search,13,0.0,Linear
24852,Affiliate,32,0.0,Linear
24863,Paid Social,11,514.4399999999999,Linear
24863,Display,37,514.4399999999999,Linear
24863,Referrals,36,514.4399999999999,Linear
24863,Email,47,514.4399999999999,Linear
24863,Affiliate,36,514.4399999999999,Linear
24863,Display,11,514.4399999999999,Linear
24863,Referrals,8,514.4399999999999,Linear
24863,Direct,11,514.4399999999999,Linear
24863,Display,35,514.4399999999999,Linear
24863,Affiliate,35,514.4399999999999,Linear
24864,Direct,31,25.21666666666667,Linear
24864,Display,14,25.21666666666667,Linear
24864,Referrals,47,25.21666666666667,Linear
24864,Referrals,26,25.21666666666667,Linear
24864,Paid Social,21,25.21666666666667,Linear
24864,Affiliate,39,25.21666666666667,Linear
24866,Paid Search,16,0.0,Linear
24867,Affiliate,7,2073.523333333333,Linear
24867,Direct,35,2073.523333333333,Linear
24867,Paid Social,2,2073.523333333333,Linear
24868,Referrals,1,0.0,Linear
24872,Direct,41,989.045,Linear
24872,Paid Search,25,989.045,Linear
24873,Direct,6,0.0,Linear
24873,Direct,33,0.0,Linear
24873,Paid Search,37,0.0,Linear
24875,Paid Social,9,0.0,Linear
24875,Direct,10,0.0,Linear
24875,Referrals,40,0.0,Linear
24877,Affiliate,41,0.0,Linear
24877,Email,9,0.0,Linear
24877,Display,13,0.0,Linear
24877,Direct,5,0.0,Linear
24877,Affiliate,41,0.0,Linear
24877,Referrals,30,0.0,Linear
24877,Direct,34,0.0,Linear
24879,Referrals,30,0.0,Linear
24879,Referrals,22,0.0,Linear
24881,Paid Social,48,0.0,Linear
24881,Display,39,0.0,Linear
24881,Display,42,0.0,Linear
24881,Direct,37,0.0,Linear
24881,Direct,23,0.0,Linear
24885,Referrals,33,3908.57,Linear
24888,Paid Search,1,1855.275,Linear
24888,Direct,10,1855.275,Linear
24889,Paid Search,14,2480.03,Linear
24895,Referrals,43,0.0,Linear
24895,Paid Search,4,0.0,Linear
24895,Direct,1,0.0,Linear
24895,Affiliate,29,0.0,Linear
24895,Display,42,0.0,Linear
24898,Email,11,1190.6028571428571,Linear
24898,Referrals,49,1190.6028571428571,Linear
24898,Display,13,1190.6028571428571,Linear
24898,Paid Social,3,1190.6028571428571,Linear
24898,Referrals,11,1190.6028571428571,Linear
24898,Display,48,1190.6028571428571,Linear
24898,Referrals,21,1190.6028571428571,Linear
24901,Email,48,0.0,Linear
24901,Direct,35,0.0,Linear
24901,Referrals,32,0.0,Linear
24901,Direct,42,0.0,Linear
24902,Paid Search,39,161.85,Linear
24902,Direct,48,161.85,Linear
24902,Display,9,161.85,Linear
24902,Display,11,161.85,Linear
24903,Display,7,0.0,Linear
24903,Affiliate,35,0.0,Linear
24903,Display,1,0.0,Linear
24903,Referrals,21,0.0,Linear
24903,Paid Search,23,0.0,Linear
24903,Paid Search,36,0.0,Linear
24903,Display,17,0.0,Linear
24903,Referrals,46,0.0,Linear
24903,Affiliate,16,0.0,Linear
24906,Paid Search,15,0.0,Linear
24908,Direct,27,0.0,Linear
24908,Paid Social,43,0.0,Linear
24908,Display,27,0.0,Linear
24908,Paid Search,49,0.0,Linear
24908,Paid Search,3,0.0,Linear
24908,Direct,8,0.0,Linear
24908,Affiliate,49,0.0,Linear
24908,Affiliate,37,0.0,Linear
24908,Direct,47,0.0,Linear
24910,Display,28,0.0,Linear
24910,Affiliate,35,0.0,Linear
24910,Paid Social,6,0.0,Linear
24910,Email,42,0.0,Linear
24910,Affiliate,45,0.0,Linear
24912,Direct,31,439.4557142857143,Linear
24912,Paid Social,40,439.4557142857143,Linear
24912,Affiliate,45,439.4557142857143,Linear
24912,Email,44,439.4557142857143,Linear
24912,Display,24,439.4557142857143,Linear
24912,Paid Social,50,439.4557142857143,Linear
24912,Display,50,439.4557142857143,Linear
24918,Referrals,35,318.665,Linear
24918,Paid Social,39,318.665,Linear
24918,Email,11,318.665,Linear
24918,Email,43,318.665,Linear
24918,Paid Search,2,318.665,Linear
24918,Direct,48,318.665,Linear
24918,Referrals,39,318.665,Linear
24918,Paid Social,27,318.665,Linear
24918,Affiliate,20,318.665,Linear
24918,Paid Social,39,318.665,Linear
24919,Paid Social,46,0.0,Linear
24923,Display,21,0.0,Linear
24923,Email,28,0.0,Linear
24926,Direct,17,1180.8200000000002,Linear
24926,Display,18,1180.8200000000002,Linear
24926,Display,35,1180.8200000000002,Linear
24926,Affiliate,18,1180.8200000000002,Linear
24926,Referrals,24,1180.8200000000002,Linear
24935,Referrals,23,1518.895,Linear
24935,Direct,39,1518.895,Linear
24935,Direct,24,1518.895,Linear
24935,Email,31,1518.895,Linear
24937,Display,21,182.055,Linear
24937,Direct,13,182.055,Linear
24937,Display,38,182.055,Linear
24937,Paid Search,20,182.055,Linear
24937,Display,25,182.055,Linear
24937,Affiliate,25,182.055,Linear
24937,Affiliate,37,182.055,Linear
24937,Email,29,182.055,Linear
24941,Affiliate,13,996.22,Linear
24941,Direct,30,996.22,Linear
24941,Referrals,11,996.22,Linear
24947,Referrals,20,140.245,Linear
24947,Direct,17,140.245,Linear
24947,Paid Search,20,140.245,Linear
24947,Paid Social,38,140.245,Linear
24949,Email,10,0.0,Linear
24949,Email,40,0.0,Linear
24949,Direct,38,0.0,Linear
24949,Referrals,43,0.0,Linear
24949,Email,23,0.0,Linear
24949,Affiliate,23,0.0,Linear
24955,Affiliate,22,1323.09,Linear
24955,Email,49,1323.09,Linear
24956,Paid Search,32,419.8725,Linear
24956,Paid Search,25,419.8725,Linear
24956,Email,29,419.8725,Linear
24956,Affiliate,5,419.8725,Linear
24957,Affiliate,39,0.0,Linear
24957,Paid Social,39,0.0,Linear
24957,Referrals,32,0.0,Linear
24957,Email,19,0.0,Linear
24957,Direct,29,0.0,Linear
24957,Affiliate,6,0.0,Linear
24957,Email,6,0.0,Linear
24959,Paid Search,4,337.74333333333334,Linear
24959,Referrals,46,337.74333333333334,Linear
24959,Display,40,337.74333333333334,Linear
24961,Affiliate,45,65.53,Linear
24961,Affiliate,46,65.53,Linear
24961,Display,47,65.53,Linear
24961,Paid Search,50,65.53,Linear
24961,Direct,39,65.53,Linear
24961,Direct,19,65.53,Linear
24961,Direct,3,65.53,Linear
24961,Display,46,65.53,Linear
24965,Paid Search,11,0.0,Linear
24967,Display,19,1188.4,Linear
24969,Affiliate,16,758.0533333333333,Linear
24969,Display,26,758.0533333333333,Linear
24969,Affiliate,17,758.0533333333333,Linear
24973,Display,7,0.0,Linear
24980,Email,9,0.0,Linear
24980,Display,29,0.0,Linear
24980,Paid Search,15,0.0,Linear
24980,Paid Search,4,0.0,Linear
24980,Paid Search,22,0.0,Linear
24980,Affiliate,6,0.0,Linear
24980,Email,2,0.0,Linear
24980,Paid Social,35,0.0,Linear
24980,Affiliate,17,0.0,Linear
24981,Paid Search,48,436.715,Linear
24981,Paid Search,19,436.715,Linear
24981,Paid Search,26,436.715,Linear
24981,Paid Search,17,436.715,Linear
24981,Paid Search,15,436.715,Linear
24981,Paid Social,17,436.715,Linear
24987,Display,36,0.0,Linear
24987,Display,38,0.0,Linear
24987,Direct,42,0.0,Linear
24987,Referrals,15,0.0,Linear
24987,Affiliate,19,0.0,Linear
24987,Display,6,0.0,Linear
24987,Direct,6,0.0,Linear
24987,Paid Social,41,0.0,Linear
24987,Referrals,48,0.0,Linear
24987,Direct,21,0.0,Linear
24987,Paid Search,21,0.0,Linear
24987,Paid Search,31,0.0,Linear
24987,Referrals,49,0.0,Linear
24988,Affiliate,14,938.136,Linear
24988,Paid Search,13,938.136,Linear
24988,Email,3,938.136,Linear
24988,Display,43,938.136,Linear
24988,Referrals,30,938.136,Linear
24991,Direct,10,0.0,Linear
24991,Display,34,0.0,Linear
24992,Direct,44,254.46857142857144,Linear
24992,Email,47,254.46857142857144,Linear
24992,Email,37,254.46857142857144,Linear
24992,Referrals,35,254.46857142857144,Linear
24992,Display,1,254.46857142857144,Linear
24992,Referrals,20,254.46857142857144,Linear
24992,Paid Social,36,254.46857142857144,Linear
24998,Direct,2,122.79454545454546,Linear
24998,Email,50,122.79454545454546,Linear
24998,Direct,16,122.79454545454546,Linear
24998,Referrals,36,122.79454545454546,Linear
24998,Referrals,3,122.79454545454546,Linear
24998,Display,48,122.79454545454546,Linear
24998,Display,33,122.79454545454546,Linear
24998,Display,32,122.79454545454546,Linear
24998,Affiliate,37,122.79454545454546,Linear
24998,Direct,33,122.79454545454546,Linear
24998,Affiliate,40,122.79454545454546,Linear
24999,Paid Search,21,0.0,Linear
24999,Direct,43,0.0,Linear
24999,Affiliate,42,0.0,Linear
24999,Referrals,4,0.0,Linear
24999,Email,13,0.0,Linear
24999,Email,6,0.0,Linear
