transaction_id,customer_id,campaign_id,traffic_source,first_click_revenue,last_click_revenue,linear_revenue
50305,63891,0,Organic,47.25,0.0,23.63
50305,63891,0,Organic,0.0,47.25,23.63
50306,65165,42,Email,35.13,35.13,35.13
50308,6249,17,Email,33.96,33.96,33.96
50312,24252,0,Direct,269.07,0.0,44.84
50312,24252,0,Organic,0.0,0.0,44.84
50312,24252,46,Paid Search,0.0,0.0,44.84
50312,24252,0,Organic,0.0,0.0,44.84
50312,24252,7,Email,0.0,0.0,44.84
50312,24252,32,Social,0.0,269.07,44.84
50313,52347,27,Paid Search,51.79,0.0,25.89
50313,52347,0,Organic,0.0,51.79,25.89
50317,65138,10,Social,73.81,0.0,24.6
50317,65138,4,Social,0.0,0.0,24.6
50317,65138,0,Direct,0.0,73.81,24.6
50318,33285,49,Paid Search,51.19,0.0,17.06
50318,33285,0,Organic,0.0,0.0,17.06
50318,33285,6,Paid Search,0.0,51.19,17.06
50321,52887,0,Organic,29.14,0.0,14.57
50321,52887,0,Organic,0.0,29.14,14.57
50322,80742,0,Organic,283.97,0.0,141.99
50322,80742,44,Email,0.0,283.97,141.99
50326,65977,0,Organic,134.4,134.4,134.4
50327,49257,38,Email,276.16,276.16,276.16
50329,63031,50,Paid Search,5.73,5.73,5.73
50331,23670,39,Paid Search,63.14,0.0,31.57
50331,23670,0,Direct,0.0,63.14,31.57
50336,54840,0,Organic,59.99,0.0,20.0
50336,54840,19,Social,0.0,0.0,20.0
50336,54840,0,Organic,0.0,59.99,20.0
50338,66294,0,Direct,70.24,0.0,23.41
50338,66294,0,Organic,0.0,0.0,23.41
50338,66294,0,Organic,0.0,70.24,23.41
50339,45263,17,Paid Search,139.86,139.86,139.86
50342,24555,46,Social,138.56,138.56,138.56
50345,87071,12,Email,63.29,63.29,63.29
50347,11130,45,Email,59.71,0.0,29.86
50347,11130,24,Social,0.0,59.71,29.86
50348,33666,0,Organic,41.78,0.0,20.89
50348,33666,0,Organic,0.0,41.78,20.89
50349,78893,27,Social,63.18,63.18,63.18
50350,17663,6,Paid Search,133.85,0.0,66.92
50350,17663,0,Organic,0.0,133.85,66.92
50352,61838,49,Social,94.76,0.0,31.59
50352,61838,0,Organic,0.0,0.0,31.59
50352,61838,0,Organic,0.0,94.76,31.59
50353,90833,0,Organic,37.28,37.28,37.28
50354,25126,0,Organic,135.94,135.94,135.94
50355,58213,37,Email,45.03,0.0,22.52
50355,58213,0,Direct,0.0,45.03,22.52
50356,58272,35,Paid Search,43.15,43.15,43.15
50358,50396,4,Paid Search,23.27,23.27,23.27
50360,29462,0,Organic,71.97,71.97,71.97
50363,10309,0,Direct,53.46,53.46,53.46
50366,88017,0,Organic,53.44,53.44,53.44
50369,43532,0,Organic,67.67,0.0,16.92
50369,43532,3,Paid Search,0.0,0.0,16.92
50369,43532,19,Email,0.0,0.0,16.92
50369,43532,0,Organic,0.0,67.67,16.92
50372,26008,0,Direct,38.31,0.0,12.77
50372,26008,13,Email,0.0,0.0,12.77
50372,26008,0,Organic,0.0,38.31,12.77
50373,35256,0,Organic,16.89,16.89,16.89
50376,45157,40,Paid Search,77.96,77.96,77.96
50377,33533,50,Social,16.33,0.0,5.44
50377,33533,50,Paid Search,0.0,0.0,5.44
50377,33533,22,Email,0.0,16.33,5.44
50378,30322,47,Social,123.25,0.0,30.81
50378,30322,0,Organic,0.0,0.0,30.81
50378,30322,0,Organic,0.0,0.0,30.81
50378,30322,50,Social,0.0,123.25,30.81
50379,34434,0,Direct,111.77,0.0,55.88
50379,34434,0,Organic,0.0,111.77,55.88
50382,42922,48,Paid Search,17.06,17.06,17.06
50383,86085,0,Organic,39.65,0.0,19.82
50383,86085,39,Email,0.0,39.65,19.82
50389,60522,0,Organic,25.37,25.37,25.37
50391,47538,0,Organic,100.31,0.0,50.16
50391,47538,0,Organic,0.0,100.31,50.16
50393,21409,0,Organic,36.82,36.82,36.82
50398,938,0,Organic,28.63,28.63,28.63
50399,55499,0,Organic,156.48,156.48,156.48
50400,4349,34,Email,96.47,0.0,48.23
50400,4349,0,Organic,0.0,96.47,48.23
50401,89981,27,Paid Search,154.81,0.0,51.6
50401,89981,8,Social,0.0,0.0,51.6
50401,89981,0,Organic,0.0,154.81,51.6
50403,66392,0,Organic,66.8,0.0,33.4
50403,66392,0,Organic,0.0,66.8,33.4
50404,74762,0,Organic,79.17,79.17,79.17
50409,98331,0,Organic,34.28,0.0,17.14
50409,98331,0,Organic,0.0,34.28,17.14
50411,73442,0,Organic,118.08,0.0,39.36
50411,73442,0,Organic,0.0,0.0,39.36
50411,73442,0,Organic,0.0,118.08,39.36
50413,3906,45,Social,58.78,58.78,58.78
50414,61277,35,Social,53.66,0.0,26.83
50414,61277,27,Social,0.0,53.66,26.83
50416,84129,31,Social,166.6,0.0,55.53
50416,84129,10,Email,0.0,0.0,55.53
50416,84129,47,Social,0.0,166.6,55.53
50417,34884,0,Direct,126.36,0.0,42.12
50417,34884,0,Organic,0.0,0.0,42.12
50417,34884,0,Organic,0.0,126.36,42.12
50419,48343,0,Organic,14.81,14.81,14.81
50424,57072,0,Direct,26.02,0.0,13.01
50424,57072,0,Organic,0.0,26.02,13.01
50425,26071,46,Paid Search,154.81,154.81,154.81
50430,74590,19,Paid Search,58.42,0.0,29.21
50430,74590,0,Organic,0.0,58.42,29.21
50432,64247,0,Organic,113.67,113.67,113.67
50433,69120,0,Organic,128.22,128.22,128.22
50437,7876,15,Paid Search,512.34,512.34,512.34
50440,18915,0,Organic,133.85,0.0,44.62
50440,18915,0,Organic,0.0,0.0,44.62
50440,18915,0,Direct,0.0,133.85,44.62
50444,69162,23,Social,152.74,152.74,152.74
50446,20782,0,Organic,97.77,97.77,97.77
50447,43621,40,Social,108.79,108.79,108.79
50448,36701,0,Organic,21.52,21.52,21.52
50449,94830,0,Direct,89.88,89.88,89.88
50452,44521,4,Social,59.19,0.0,19.73
50452,44521,0,Direct,0.0,0.0,19.73
50452,44521,0,Organic,0.0,59.19,19.73
50455,51313,0,Organic,116.83,116.83,116.83
50456,38667,7,Email,146.05,0.0,48.68
50456,38667,0,Organic,0.0,0.0,48.68
50456,38667,0,Organic,0.0,146.05,48.68
50458,59258,0,Organic,52.41,52.41,52.41
50459,60910,27,Paid Search,28.55,0.0,14.28
50459,60910,2,Paid Search,0.0,28.55,14.28
50460,36691,0,Organic,10.39,10.39,10.39
50461,95741,10,Email,37.3,37.3,37.3
50462,99568,0,Organic,20.2,0.0,10.1
50462,99568,50,Paid Search,0.0,20.2,10.1
50464,22212,13,Paid Search,12.83,12.83,12.83
50466,55070,0,Organic,129.98,129.98,129.98
50470,53397,41,Email,158.54,0.0,52.85
50470,53397,0,Organic,0.0,0.0,52.85
50470,53397,0,Organic,0.0,158.54,52.85
50472,99645,0,Organic,188.97,188.97,188.97
50474,40171,29,Paid Search,48.54,48.54,48.54
50475,63311,41,Paid Search,118.83,118.83,118.83
50477,49247,0,Organic,61.86,0.0,30.93
50477,49247,15,Social,0.0,61.86,30.93
50478,67433,26,Email,88.06,88.06,88.06
50479,78505,43,Paid Search,139.69,139.69,139.69
50480,51507,0,Organic,47.02,47.02,47.02
50481,57406,0,Direct,213.54,213.54,213.54
50483,25765,0,Organic,16.13,0.0,8.06
50483,25765,0,Organic,0.0,16.13,8.06
50484,36468,22,Paid Search,294.49,294.49,294.49
50487,72826,0,Organic,89.27,89.27,89.27
50488,71674,7,Email,99.28,0.0,49.64
50488,71674,17,Social,0.0,99.28,49.64
50489,29771,0,Organic,80.57,80.57,80.57
50490,92727,0,Direct,26.49,0.0,13.24
50490,92727,22,Paid Search,0.0,26.49,13.24
50491,35805,5,Social,36.82,36.82,36.82
50493,85618,0,Organic,36.46,36.46,36.46
50499,48638,7,Paid Search,30.14,30.14,30.14
50500,33591,9,Paid Search,111.4,0.0,37.13
50500,33591,0,Organic,0.0,0.0,37.13
50500,33591,0,Organic,0.0,111.4,37.13
50502,30750,17,Social,108.94,108.94,108.94
50503,2091,10,Social,15.45,0.0,2.57
50503,2091,0,Organic,0.0,0.0,2.57
50503,2091,0,Organic,0.0,0.0,2.57
50503,2091,48,Email,0.0,0.0,2.57
50503,2091,39,Email,0.0,0.0,2.57
50503,2091,43,Social,0.0,15.45,2.57
50504,4311,0,Organic,162.77,0.0,81.39
50504,4311,1,Social,0.0,162.77,81.39
50509,30596,29,Paid Search,36.49,36.49,36.49
50510,72678,34,Email,39.0,0.0,19.5
50510,72678,0,Organic,0.0,39.0,19.5
50512,66855,0,Organic,60.3,60.3,60.3
50513,19319,0,Direct,44.19,44.19,44.19
50516,49815,0,Direct,65.57,0.0,32.78
50516,49815,41,Paid Search,0.0,65.57,32.78
50517,41310,0,Organic,152.78,152.78,152.78
50518,89090,0,Organic,76.33,0.0,19.08
50518,89090,8,Paid Search,0.0,0.0,19.08
50518,89090,0,Organic,0.0,0.0,19.08
50518,89090,0,Organic,0.0,76.33,19.08
50519,51870,0,Direct,126.65,0.0,63.33
50519,51870,31,Social,0.0,126.65,63.33
50522,45818,0,Organic,24.7,0.0,8.23
50522,45818,13,Paid Search,0.0,0.0,8.23
50522,45818,0,Organic,0.0,24.7,8.23
50524,3977,0,Organic,37.08,37.08,37.08
50527,655,17,Paid Search,118.92,118.92,118.92
50528,46158,0,Organic,71.32,0.0,35.66
50528,46158,0,Organic,0.0,71.32,35.66
50529,10499,37,Social,197.75,197.75,197.75
50530,94737,6,Paid Search,42.49,42.49,42.49
50531,30142,0,Direct,89.69,0.0,44.84
50531,30142,0,Direct,0.0,89.69,44.84
50533,80914,0,Organic,22.64,0.0,11.32
50533,80914,47,Social,0.0,22.64,11.32
50535,26615,0,Organic,377.64,0.0,188.82
50535,26615,0,Organic,0.0,377.64,188.82
50536,85958,0,Organic,171.54,171.54,171.54
50539,42121,0,Direct,53.97,0.0,17.99
50539,42121,31,Email,0.0,0.0,17.99
50539,42121,26,Social,0.0,53.97,17.99
50541,58902,31,Social,95.29,0.0,47.65
50541,58902,0,Direct,0.0,95.29,47.65
50544,21454,0,Organic,34.28,34.28,34.28
50546,62494,0,Organic,179.38,179.38,179.38
50549,40828,18,Paid Search,121.91,0.0,60.95
50549,40828,14,Email,0.0,121.91,60.95
50550,71940,0,Direct,58.89,0.0,29.45
50550,71940,35,Social,0.0,58.89,29.45
50551,23731,9,Social,103.61,103.61,103.61
50554,62361,24,Paid Search,51.83,51.83,51.83
50556,4326,0,Direct,172.91,172.91,172.91
50561,81716,40,PAID SEARCH,100.76,0.0,50.38
50561,81716,0,Direct,0.0,100.76,50.38
50562,46487,0,Organic,16.46,0.0,5.49
50562,46487,10,Social,0.0,0.0,5.49
50562,46487,0,Organic,0.0,16.46,5.49
50565,1086,35,Social,52.51,52.51,52.51
50566,55598,45,Social,73.34,73.34,73.34
50573,62794,0,Organic,58.76,58.76,58.76
50576,96873,0,Organic,13.42,0.0,6.71
50576,96873,12,Paid Search,0.0,13.42,6.71
50577,53796,17,Paid Search,213.84,213.84,213.84
50580,36358,16,Paid Search,142.8,142.8,142.8
50581,41149,0,Direct,66.22,0.0,22.07
50581,41149,0,Direct,0.0,0.0,22.07
50581,41149,30,Paid Search,0.0,66.22,22.07
50582,21496,32,Paid Search,15.45,0.0,5.15
50582,21496,24,Social,0.0,0.0,5.15
50582,21496,0,Organic,0.0,15.45,5.15
50583,43275,0,Organic,83.07,0.0,41.53
50583,43275,0,Direct,0.0,83.07,41.53
50584,75294,0,Organic,84.37,0.0,28.12
50584,75294,15,Social,0.0,0.0,28.12
50584,75294,0,Organic,0.0,84.37,28.12
50586,79923,0,Organic,32.51,32.51,32.51
50587,29964,29,Paid Search,627.68,627.68,627.68
50588,45971,0,Organic,152.54,0.0,76.27
50588,45971,0,Organic,0.0,152.54,76.27
50589,58857,43,Email,63.74,0.0,31.87
50589,58857,0,Organic,0.0,63.74,31.87
50590,82519,34,Paid Search,16.98,16.98,16.98
50591,86034,4,SOCIAL,7.58,0.0,2.53
50591,86034,13,Paid Search,0.0,0.0,2.53
50591,86034,0,Organic,0.0,7.58,2.53
50593,73172,26,Email,61.86,61.86,61.86
50598,55664,15,Email,64.62,0.0,21.54
50598,55664,0,Direct,0.0,0.0,21.54
50598,55664,0,Organic,0.0,64.62,21.54
50601,1991,50,Paid Search,22.88,22.88,22.88
50602,33263,0,Organic,23.57,23.57,23.57
50603,70183,29,Social,68.98,0.0,34.49
50603,70183,4,Email,0.0,68.98,34.49
50604,72010,0,Organic,220.16,220.16,220.16
50606,6869,0,Organic,104.31,0.0,26.08
50606,6869,27,Social,0.0,0.0,26.08
50606,6869,0,Organic,0.0,0.0,26.08
50606,6869,0,Organic,0.0,104.31,26.08
50608,2993,41,Paid Search,72.92,0.0,24.31
50608,2993,38,Paid Search,0.0,0.0,24.31
50608,2993,0,Organic,0.0,72.92,24.31
50609,53208,41,Email,59.84,59.84,59.84
50610,52608,43,Social,52.36,52.36,52.36
50611,16541,33,Social,23.82,0.0,11.91
50611,16541,8,Paid Search,0.0,23.82,11.91
50612,94068,35,Email,37.22,0.0,12.41
50612,94068,0,Organic,0.0,0.0,12.41
50612,94068,0,Organic,0.0,37.22,12.41
50613,22654,2,Email,17.8,0.0,8.9
50613,22654,0,Organic,0.0,17.8,8.9
50614,797,0,Organic,18.07,0.0,9.04
50614,797,0,Direct,0.0,18.07,9.04
50615,97679,19,Paid Search,275.92,0.0,137.96
50615,97679,0,Organic,0.0,275.92,137.96
50619,7993,4,Paid Search,39.9,0.0,19.95
50619,7993,0,Direct,0.0,39.9,19.95
50620,56710,8,Social,50.1,0.0,16.7
50620,56710,42,Social,0.0,0.0,16.7
50620,56710,0,Direct,0.0,50.1,16.7
50621,1804,21,Paid Search,240.06,240.06,240.06
50624,12439,0,Organic,33.14,0.0,11.05
50624,12439,0,Organic,0.0,0.0,11.05
50624,12439,0,Organic,0.0,33.14,11.05
50629,73527,5,Social,41.35,41.35,41.35
50630,27071,20,Social,58.77,0.0,11.75
50630,27071,0,Organic,0.0,0.0,11.75
50630,27071,45,Social,0.0,0.0,11.75
50630,27071,0,Direct,0.0,0.0,11.75
50630,27071,24,Paid Search,0.0,58.77,11.75
50631,72739,0,Organic,21.95,21.95,21.95
50637,75487,0,Organic,235.26,0.0,78.42
50637,75487,16,EMAIL,0.0,0.0,78.42
50637,75487,8,Email,0.0,235.26,78.42
50638,27187,31,Email,6.89,0.0,3.44
50638,27187,0,Direct,0.0,6.89,3.44
50641,57308,35,Social,83.24,83.24,83.24
50643,96793,0,Organic,59.62,59.62,59.62
50644,47476,0,Organic,60.39,0.0,30.2
50644,47476,48,Social,0.0,60.39,30.2
50645,61397,0,Organic,32.32,0.0,16.16
50645,61397,0,Organic,0.0,32.32,16.16
50649,80144,0,Organic,98.22,0.0,49.11
50649,80144,22,Social,0.0,98.22,49.11
50652,62039,0,Direct,74.15,74.15,74.15
50654,85669,0,Organic,20.2,0.0,6.73
50654,85669,0,Organic,0.0,0.0,6.73
50654,85669,0,Organic,0.0,20.2,6.73
50655,60601,42,Social,31.34,31.34,31.34
50656,98246,2,Paid Search,196.6,196.6,196.6
50660,35588,49,Social,114.92,0.0,28.73
50660,35588,8,Email,0.0,0.0,28.73
50660,35588,36,Social,0.0,0.0,28.73
50660,35588,39,Social,0.0,114.92,28.73
50666,94340,0,Direct,157.16,0.0,39.29
50666,94340,0,Organic,0.0,0.0,39.29
50666,94340,41,Paid Search,0.0,0.0,39.29
50666,94340,43,Paid Search,0.0,157.16,39.29
50670,77080,0,Organic,116.56,0.0,58.28
50670,77080,11,Social,0.0,116.56,58.28
50671,21292,23,Paid Search,306.19,0.0,153.09
50671,21292,0,Organic,0.0,306.19,153.09
50673,75763,0,Organic,156.12,156.12,156.12
50678,98511,47,Email,80.84,80.84,80.84
50679,41913,5,Email,64.83,0.0,32.41
50679,41913,1,Email,0.0,64.83,32.41
50680,16705,6,Email,78.5,78.5,78.5
50681,89257,14,EMAIL,15.14,15.14,15.14
50683,11758,0,Organic,46.06,46.06,46.06
50684,73614,7,Social,41.44,0.0,13.81
50684,73614,0,Organic,0.0,0.0,13.81
50684,73614,18,Email,0.0,41.44,13.81
50687,88416,0,Direct,75.71,75.71,75.71
50689,93189,0,ORGANIC,46.78,0.0,11.7
50689,93189,29,Paid Search,0.0,0.0,11.7
50689,93189,10,Social,0.0,0.0,11.7
50689,93189,0,Organic,0.0,46.78,11.7
50690,14515,0,Direct,85.52,85.52,85.52
50692,66481,36,PAID SEARCH,15.75,15.75,15.75
50693,67048,0,Organic,52.39,52.39,52.39
50695,80624,0,Organic,74.46,0.0,37.23
50695,80624,20,Email,0.0,74.46,37.23
50696,30388,0,ORGANIC,60.86,0.0,30.43
50696,30388,28,Paid Search,0.0,60.86,30.43
50698,64767,0,Organic,166.12,0.0,55.37
50698,64767,18,Social,0.0,0.0,55.37
50698,64767,0,Organic,0.0,166.12,55.37
50700,36800,0,Direct,146.68,146.68,146.68
50702,73089,7,Paid Search,90.84,0.0,45.42
50702,73089,8,Social,0.0,90.84,45.42
50703,84934,0,Direct,117.63,0.0,58.81
50703,84934,24,Email,0.0,117.63,58.81
50704,30642,0,Organic,150.01,150.01,150.01
50706,6002,10,Email,12.01,12.01,12.01
50707,1277,0,Direct,130.12,0.0,65.06
50707,1277,46,Social,0.0,130.12,65.06
50709,44365,9,Social,45.84,45.84,45.84
50710,22338,0,Organic,112.89,0.0,37.63
50710,22338,42,Paid Search,0.0,0.0,37.63
50710,22338,0,Organic,0.0,112.89,37.63
50711,79552,0,Organic,25.18,25.18,25.18
50712,21670,18,Email,26.29,26.29,26.29
50713,84173,0,Organic,23.4,0.0,11.7
50713,84173,0,Organic,0.0,23.4,11.7
50715,21142,45,Email,19.0,19.0,19.0
50716,16099,0,Organic,138.9,0.0,69.45
50716,16099,0,Organic,0.0,138.9,69.45
50717,98507,0,Organic,110.64,0.0,27.66
50717,98507,0,Organic,0.0,0.0,27.66
50717,98507,22,Social,0.0,0.0,27.66
50717,98507,18,Email,0.0,110.64,27.66
50719,83613,0,Organic,76.62,76.62,76.62
50720,14171,13,Paid Search,76.74,0.0,19.18
50720,14171,17,Email,0.0,0.0,19.18
50720,14171,0,Organic,0.0,0.0,19.18
50720,14171,29,Social,0.0,76.74,19.18
50721,49716,0,Organic,106.34,106.34,106.34
50722,36816,6,Social,81.5,81.5,81.5
50724,3097,0,Direct,55.24,0.0,27.62
50724,3097,0,Organic,0.0,55.24,27.62
50725,37220,0,Organic,59.42,59.42,59.42
50726,47919,0,Direct,94.36,94.36,94.36
50728,47973,0,Organic,23.6,23.6,23.6
50733,19422,0,Direct,34.67,0.0,17.34
50733,19422,0,Direct,0.0,34.67,17.34
50734,81414,24,Social,51.09,51.09,51.09
50738,62221,0,Organic,171.53,171.53,171.53
50740,42600,6,Email,64.8,0.0,21.6
50740,42600,38,Paid Search,0.0,0.0,21.6
50740,42600,0,Organic,0.0,64.8,21.6
50743,20685,0,Direct,31.88,31.88,31.88
50744,68545,0,Organic,267.28,267.28,267.28
50745,85551,16,Social,50.41,50.41,50.41
50749,12672,0,Organic,47.81,0.0,23.91
50749,12672,20,Social,0.0,47.81,23.91
50750,37899,0,Organic,163.21,0.0,81.61
50750,37899,6,Social,0.0,163.21,81.61
50751,12533,35,Paid Search,26.03,26.03,26.03
50760,50238,0,Direct,182.14,182.14,182.14
50761,52550,0,Organic,233.18,233.18,233.18
50763,53544,0,Organic,26.85,26.85,26.85
50764,65323,0,Direct,158.66,0.0,79.33
50764,65323,8,Paid Search,0.0,158.66,79.33
50765,31792,0,Organic,37.26,37.26,37.26
50766,98243,0,Organic,44.3,0.0,22.15
50766,98243,34,Email,0.0,44.3,22.15
50767,55309,0,ORGANIC,97.84,0.0,32.61
50767,55309,0,Organic,0.0,0.0,32.61
50767,55309,9,Social,0.0,97.84,32.61
50770,10436,3,Paid Search,86.45,0.0,43.23
50770,10436,0,Organic,0.0,86.45,43.23
50771,71744,29,Social,58.76,0.0,29.38
50771,71744,24,Paid Search,0.0,58.76,29.38
50773,17032,21,Social,86.34,0.0,43.17
50773,17032,18,Social,0.0,86.34,43.17
50776,14747,50,Paid Search,45.98,0.0,15.33
50776,14747,33,Social,0.0,0.0,15.33
50776,14747,14,Social,0.0,45.98,15.33
50777,5069,0,Organic,67.08,67.08,67.08
50779,41977,44,Paid Search,81.59,0.0,40.8
50779,41977,0,Organic,0.0,81.59,40.8
50780,50705,0,Organic,16.66,16.66,16.66
50781,30381,40,Email,182.27,0.0,26.04
50781,30381,46,Paid Search,0.0,0.0,26.04
50781,30381,15,Paid Search,0.0,0.0,26.04
50781,30381,0,Direct,0.0,0.0,26.04
50781,30381,16,Paid Search,0.0,0.0,26.04
50781,30381,0,Organic,0.0,0.0,26.04
50781,30381,1,Social,0.0,182.27,26.04
50782,61882,1,Email,44.37,0.0,14.79
50782,61882,0,Organic,0.0,0.0,14.79
50782,61882,31,Email,0.0,44.37,14.79
50783,13223,16,Email,55.64,55.64,55.64
50786,62149,4,Social,48.49,0.0,24.25
50786,62149,0,Organic,0.0,48.49,24.25
50787,42931,0,Direct,92.46,0.0,30.82
50787,42931,49,Paid Search,0.0,0.0,30.82
50787,42931,0,Direct,0.0,92.46,30.82
50788,27139,29,Paid Search,87.61,87.61,87.61
50792,92567,25,Paid Search,58.69,58.69,58.69
50793,81218,0,Organic,120.73,0.0,40.24
50793,81218,22,Paid Search,0.0,0.0,40.24
50793,81218,0,Direct,0.0,120.73,40.24
50794,64349,0,Organic,96.99,0.0,48.49
50794,64349,0,Organic,0.0,96.99,48.49
50801,74660,0,Organic,53.72,0.0,26.86
50801,74660,43,Paid Search,0.0,53.72,26.86
50807,75081,10,Social,51.71,51.71,51.71
50810,23049,35,Paid Search,10.99,0.0,5.5
50810,23049,0,Direct,0.0,10.99,5.5
50811,64174,0,Organic,178.15,0.0,89.08
50811,64174,6,Email,0.0,178.15,89.08
50813,83728,33,Paid Search,77.56,0.0,38.78
50813,83728,0,Organic,0.0,77.56,38.78
50814,90939,44,Paid Search,180.31,0.0,90.16
50814,90939,0,Organic,0.0,180.31,90.16
50815,60017,0,Organic,15.51,15.51,15.51
50819,45717,0,Organic,280.1,280.1,280.1
50820,26294,26,Email,54.57,54.57,54.57
50821,83343,0,Organic,33.2,33.2,33.2
50822,52380,0,Organic,144.86,0.0,72.43
50822,52380,0,Direct,0.0,144.86,72.43
50823,79251,40,Social,114.49,0.0,57.24
50823,79251,49,Paid Search,0.0,114.49,57.24
50824,62865,15,Paid Search,97.57,0.0,24.39
50824,62865,0,Organic,0.0,0.0,24.39
50824,62865,18,Email,0.0,0.0,24.39
50824,62865,43,Paid Search,0.0,97.57,24.39
50825,12982,0,Organic,8.67,8.67,8.67
50826,62770,10,Paid Search,71.13,0.0,35.56
50826,62770,30,Email,0.0,71.13,35.56
50832,60796,31,Social,144.3,144.3,144.3
50833,56355,33,Social,45.1,0.0,22.55
50833,56355,0,Organic,0.0,45.1,22.55
50834,10003,18,Social,95.26,95.26,95.26
50835,2051,0,Organic,9.97,0.0,4.99
50835,2051,0,Direct,0.0,9.97,4.99
50837,90099,48,Social,118.83,0.0,59.41
50837,90099,7,Social,0.0,118.83,59.41
50841,76607,0,Organic,455.24,0.0,227.62
50841,76607,0,Organic,0.0,455.24,227.62
50843,30942,0,Organic,113.29,0.0,56.65
50843,30942,0,Organic,0.0,113.29,56.65
50844,93635,0,Organic,49.06,0.0,24.53
50844,93635,0,Organic,0.0,49.06,24.53
50845,32327,22,Email,128.92,0.0,64.46
50845,32327,2,Paid Search,0.0,128.92,64.46
50849,58665,30,Paid Search,28.4,28.4,28.4
50852,56105,0,Direct,19.08,19.08,19.08
50854,72715,0,Organic,104.21,0.0,52.1
50854,72715,0,Organic,0.0,104.21,52.1
50855,12076,0,Organic,279.68,279.68,279.68
50856,40900,0,Direct,46.06,0.0,23.03
50856,40900,34,Social,0.0,46.06,23.03
50857,3710,0,Organic,211.03,0.0,105.52
50857,3710,0,Organic,0.0,211.03,105.52
50859,43436,3,Paid Search,41.41,0.0,10.35
50859,43436,0,Organic,0.0,0.0,10.35
50859,43436,0,Organic,0.0,0.0,10.35
50859,43436,0,Organic,0.0,41.41,10.35
50861,51501,0,Organic,26.01,26.01,26.01
50863,89307,0,Organic,113.49,113.49,113.49
50867,24354,47,Social,63.45,0.0,12.69
50867,24354,0,Organic,0.0,0.0,12.69
50867,24354,46,Social,0.0,0.0,12.69
50867,24354,32,Paid Search,0.0,0.0,12.69
50867,24354,0,Organic,0.0,63.45,12.69
50871,68707,0,Organic,177.27,0.0,59.09
50871,68707,11,SOCIAL,0.0,0.0,59.09
50871,68707,7,Paid Search,0.0,177.27,59.09
50875,1129,41,Social,94.73,0.0,47.37
50875,1129,26,Paid Search,0.0,94.73,47.37
50877,50761,0,Direct,425.52,0.0,212.76
50877,50761,0,Organic,0.0,425.52,212.76
50878,16361,14,Paid Search,53.51,53.51,53.51
50879,97762,0,Direct,47.49,0.0,23.75
50879,97762,0,Organic,0.0,47.49,23.75
50880,58162,0,Organic,18.63,0.0,9.31
50880,58162,4,Email,0.0,18.63,9.31
50883,68845,0,Organic,60.2,0.0,30.1
50883,68845,17,Social,0.0,60.2,30.1
50884,74029,9,Paid Search,89.67,0.0,22.42
50884,74029,0,Direct,0.0,0.0,22.42
50884,74029,0,Organic,0.0,0.0,22.42
50884,74029,0,Organic,0.0,89.67,22.42
50886,55084,21,Paid Search,139.94,0.0,46.65
50886,55084,24,Paid Search,0.0,0.0,46.65
50886,55084,25,Social,0.0,139.94,46.65
50888,38053,20,Paid Search,34.55,0.0,17.27
50888,38053,0,Direct,0.0,34.55,17.27
50889,92124,0,Organic,145.57,0.0,36.39
50889,92124,0,Organic,0.0,0.0,36.39
50889,92124,3,Social,0.0,0.0,36.39
50889,92124,0,Organic,0.0,145.57,36.39
50891,67088,0,Organic,100.02,0.0,50.01
50891,67088,29,Social,0.0,100.02,50.01
50893,87770,0,Direct,53.1,0.0,17.7
50893,87770,23,Social,0.0,0.0,17.7
50893,87770,0,Organic,0.0,53.1,17.7
50896,37983,17,Social,16.15,16.15,16.15
50900,12628,0,Organic,40.75,0.0,13.58
50900,12628,0,Organic,0.0,0.0,13.58
50900,12628,31,Email,0.0,40.75,13.58
50901,44750,0,Organic,10.64,10.64,10.64
50904,40141,50,Email,63.86,0.0,31.93
50904,40141,49,Social,0.0,63.86,31.93
50908,57299,15,Social,17.26,0.0,8.63
50908,57299,35,Social,0.0,17.26,8.63
50909,77046,18,Email,114.1,114.1,114.1
50915,12779,0,Direct,74.22,0.0,24.74
50915,12779,0,Organic,0.0,0.0,24.74
50915,12779,0,Organic,0.0,74.22,24.74
50916,87430,29,Paid Search,122.93,0.0,40.98
50916,87430,0,Organic,0.0,0.0,40.98
50916,87430,21,Email,0.0,122.93,40.98
50917,9821,0,Direct,98.6,98.6,98.6
50918,25439,0,Organic,72.31,72.31,72.31
50919,5145,0,Direct,66.58,66.58,66.58
50926,43161,45,Social,150.72,0.0,50.24
50926,43161,0,Organic,0.0,0.0,50.24
50926,43161,38,Social,0.0,150.72,50.24
50927,63134,2,Email,52.88,52.88,52.88
50929,3517,46,Social,7.78,0.0,3.89
50929,3517,45,Email,0.0,7.78,3.89
50932,43319,23,Email,45.33,0.0,22.66
50932,43319,0,Organic,0.0,45.33,22.66
50934,28093,0,Organic,388.32,0.0,194.16
50934,28093,18,Email,0.0,388.32,194.16
50936,98804,36,Email,22.88,22.88,22.88
50938,80205,0,Organic,76.33,76.33,76.33
50940,15747,24,Social,42.58,0.0,21.29
50940,15747,0,Organic,0.0,42.58,21.29
50941,36910,0,Organic,173.6,173.6,173.6
50942,35612,49,Email,37.76,0.0,9.44
50942,35612,39,Paid Search,0.0,0.0,9.44
