transaction_id,customer_id,event_id,campaign_id,traffic_source,touchpoint_time,conversion_time,gross_revenue,total_touchpoints,attribution_weight,attributed_revenue
54519,70934,464446,0,Organic,2021-11-05 12:49:13,2022-01-26 08:09:07,40.26,3,0.3333,13.42
54519,70934,1000982,0,Organic,2021-11-22 06:45:16,2022-01-26 08:09:07,40.26,3,0.3333,13.42
54520,24775,1436373,0,Organic,2021-05-06 07:05:28,2022-12-17 17:24:32,97.97,2,0.5,48.98
54520,24775,1099091,32,Paid Search,2021-05-15 21:26:49,2022-12-17 17:24:32,97.97,2,0.5,48.98
54525,97658,911705,3,Email,2021-01-17 11:38:51,2023-08-28 21:06:24,83.16,1,1.0,83.16
54526,49504,969908,36,Paid Search,2021-10-15 19:00:29,2022-10-06 00:30:05,151.6,1,1.0,151.6
54527,76235,1425711,0,Organic,2021-06-11 22:58:35,2022-09-26 15:06:57,124.29,2,0.5,62.15
54527,76235,336029,37,Paid Search,2021-12-11 19:47:11,2022-09-26 15:06:57,124.29,2,0.5,62.15
54532,57573,304662,0,Direct,2022-08-17 15:44:25,2022-11-30 12:12:44,71.1,1,1.0,71.1
54533,68801,1533621,22,Email,2021-06-25 02:18:57,2023-04-30 06:39:22,167.82,1,1.0,167.82
54536,85637,1397943,5,Paid Search,2021-01-13 04:03:36,2023-07-02 17:35:20,23.88,3,0.3333,7.96
54536,85637,1532068,1,Social,2021-04-28 12:08:02,2023-07-02 17:35:20,23.88,3,0.3333,7.96
54536,85637,1049095,0,Organic,2023-06-15 11:56:28,2023-07-02 17:35:20,23.88,3,0.3333,7.96
54537,72329,1337570,7,Paid Search,2021-05-30 14:12:24,2023-01-11 11:43:59,6.01,2,0.5,3.0
54537,72329,1576709,0,Organic,2022-01-06 06:49:53,2023-01-11 11:43:59,6.01,2,0.5,3.0
54538,39536,1491143,0,Organic,2021-06-16 05:02:02,2022-05-02 01:40:49,69.67,1,1.0,69.67
54540,82400,1912349,0,Organic,2021-01-02 19:47:11,2023-08-04 12:43:08,75.32,3,0.3333,25.11
54540,82400,1901519,48,Paid Search,2021-05-04 00:16:09,2023-08-04 12:43:08,75.32,3,0.3333,25.11
54540,82400,1291537,33,Social,2022-06-05 09:45:54,2023-08-04 12:43:08,75.32,3,0.3333,25.11
54542,30801,425843,14,Social,2022-04-09 03:07:37,2023-12-02 00:55:43,6.78,1,1.0,6.78
54543,87896,1944883,5,Email,2023-04-14 05:25:00,2023-12-15 11:16:22,216.05,1,1.0,216.05
54545,45674,1260686,0,Organic,2021-01-17 05:33:45,2023-03-04 13:20:43,27.83,4,0.25,6.96
54545,45674,927811,0,Organic,2021-02-12 12:29:04,2023-03-04 13:20:43,27.83,4,0.25,6.96
54545,45674,1283571,48,Email,2021-07-02 09:25:23,2023-03-04 13:20:43,27.83,4,0.25,6.96
54545,45674,318172,19,Paid Search,2023-02-05 21:02:43,2023-03-04 13:20:43,27.83,4,0.25,6.96
54546,29513,920632,31,Social,2022-04-19 16:11:06,2023-04-13 08:55:12,50.94,1,1.0,50.94
54547,58227,1880594,34,Paid Search,2021-08-16 07:03:52,2022-06-11 21:06:34,36.14,1,1.0,36.14
54548,43644,925820,0,Organic,2021-02-01 07:13:00,2023-06-10 12:02:11,152.74,2,0.5,76.37
54548,43644,740507,0,Organic,2022-07-22 10:19:22,2023-06-10 12:02:11,152.74,2,0.5,76.37
54549,52749,1674175,0,Organic,2021-02-17 20:49:17,2023-04-29 15:09:55,49.67,4,0.25,12.42
54549,52749,1192775,37,Paid Search,2021-03-10 11:26:33,2023-04-29 15:09:55,49.67,4,0.25,12.42
54549,52749,1382667,12,Paid Search,2021-08-01 21:15:01,2023-04-29 15:09:55,49.67,4,0.25,12.42
54549,52749,495139,0,Organic,2022-05-11 15:07:51,2023-04-29 15:09:55,49.67,4,0.25,12.42
54556,58418,1686222,41,Paid Search,2022-06-08 07:11:21,2022-06-18 19:50:44,91.86,1,1.0,91.86
54561,43760,1954056,26,Social,2021-05-24 08:05:09,2023-09-18 13:07:31,118.06,3,0.3333,39.35
54561,43760,788027,27,Paid Search,2022-11-17 13:36:41,2023-09-18 13:07:31,118.06,3,0.3333,39.35
54561,43760,1185742,31,Social,2022-11-30 06:09:14,2023-09-18 13:07:31,118.06,3,0.3333,39.35
54562,91941,1750240,43,Email,2021-02-21 11:51:50,2022-08-16 22:23:46,684.78,2,0.5,342.39
54562,91941,1294043,14,Email,2022-04-03 19:39:53,2022-08-16 22:23:46,684.78,2,0.5,342.39
54563,49732,877518,0,Organic,2021-10-22 19:43:27,2022-11-26 00:40:47,331.34,2,0.5,165.67
54563,49732,1505878,0,Organic,2022-06-30 05:24:59,2022-11-26 00:40:47,331.34,2,0.5,165.67
54566,7702,460001,26,Paid Search,2021-01-16 12:11:46,2021-03-21 02:42:35,13.68,1,1.0,13.68
54567,84739,1596117,0,Organic,2021-02-01 15:03:27,2021-06-06 07:29:00,32.95,1,1.0,32.95
54570,51399,334261,30,Social,2021-12-24 18:43:56,2022-10-19 09:03:47,33.63,2,0.5,16.82
54570,51399,1903890,0,Direct,2022-01-28 10:32:05,2022-10-19 09:03:47,33.63,2,0.5,16.82
54571,37982,781309,38,Social,2022-10-31 06:52:44,2023-01-15 00:47:01,25.42,1,1.0,25.42
54572,66953,1880053,0,Organic,2021-04-27 06:19:38,2022-12-10 14:23:21,19.06,4,0.25,4.76
54572,66953,1008603,0,Organic,2021-12-03 07:06:12,2022-12-10 14:23:21,19.06,4,0.25,4.76
54572,66953,825471,17,Paid Search,2022-06-22 19:24:50,2022-12-10 14:23:21,19.06,4,0.25,4.76
54572,66953,943012,49,Email,2022-08-01 17:56:30,2022-12-10 14:23:21,19.06,4,0.25,4.76
54573,65963,335064,0,Organic,2022-01-25 23:54:47,2022-08-20 08:10:43,19.32,1,1.0,19.32
54576,88487,1501908,14,Email,2021-07-04 16:54:25,2022-01-20 00:48:16,53.1,1,1.0,53.1
54578,91577,1588118,0,Organic,2021-03-21 07:49:02,2021-03-22 16:53:39,112.91,1,1.0,112.91
54580,23977,1286099,0,Direct,2022-03-15 16:28:16,2023-04-22 19:18:51,123.17,2,0.5,61.59
54580,23977,368896,43,Social,2023-04-07 09:34:26,2023-04-22 19:18:51,123.17,2,0.5,61.59
54581,84188,476009,6,Social,2021-10-10 20:05:26,2021-10-31 08:41:08,309.31,1,1.0,309.31
54582,23047,407723,7,Paid Search,2023-01-13 09:07:22,2023-02-04 01:03:06,374.84,1,1.0,374.84
54583,26102,1664260,0,Organic,2022-08-30 19:01:17,2023-10-05 08:35:42,7.67,1,1.0,7.67
54584,87232,89199,0,Organic,2022-07-30 21:07:12,2023-03-10 04:22:25,100.19,1,1.0,100.19
54586,13781,456725,0,Organic,2021-03-12 21:21:42,2021-08-16 02:53:47,17.39,1,1.0,17.39
54587,9407,1763934,47,Paid Search,2021-02-11 19:08:40,2023-04-14 16:24:45,8.97,1,1.0,8.97
54590,57026,4992,0,Organic,2021-08-08 05:36:19,2022-11-29 12:43:07,47.79,1,1.0,47.79
54591,12612,1188339,0,Organic,2022-03-24 10:19:36,2022-12-13 21:31:01,464.43,3,0.3333,154.81
54591,12612,1248522,19,Social,2022-06-05 10:36:40,2022-12-13 21:31:01,464.43,3,0.3333,154.81
54591,12612,1802825,19,Social,2022-06-06 18:31:17,2022-12-13 21:31:01,464.43,3,0.3333,154.81
54593,42119,826214,0,Organic,2021-12-28 04:57:52,2022-01-23 10:25:37,106.85,1,1.0,106.85
54596,83278,1056326,0,Organic,2021-12-16 08:14:19,2022-05-08 00:40:24,67.06,1,1.0,67.06
54597,31439,934794,37,Paid Search,2021-06-22 14:31:09,2023-10-10 16:49:50,43.86,1,1.0,43.86
54598,54835,1669516,0,Direct,2021-04-01 18:54:18,2021-12-03 17:29:56,76.35,2,0.5,38.17
54598,54835,1398420,42,Paid Search,2021-06-13 22:00:29,2021-12-03 17:29:56,76.35,2,0.5,38.17
54599,68381,976584,11,Social,2021-08-16 12:19:05,2022-12-04 09:53:47,14.53,1,1.0,14.53
54604,42403,893127,0,Organic,2021-10-01 10:33:07,2022-04-27 08:18:39,46.12,1,1.0,46.12
54605,95531,1399354,0,Organic,2021-04-12 23:25:57,2022-06-07 23:44:22,36.77,1,1.0,36.77
54606,74207,1020156,0,Organic,2021-12-07 05:44:27,2023-09-11 20:00:49,53.33,4,0.25,13.33
54606,74207,1958180,0,Organic,2022-04-05 11:59:23,2023-09-11 20:00:49,53.33,4,0.25,13.33
54606,74207,235881,24,PAID SEARCH,2022-07-19 15:45:49,2023-09-11 20:00:49,53.33,4,0.25,13.33
54606,74207,1759232,49,Paid Search,2023-08-25 14:14:37,2023-09-11 20:00:49,53.33,4,0.25,13.33
54607,83710,1691273,0,Direct,2021-04-23 04:39:48,2021-07-14 06:15:16,264.72,1,1.0,264.72
54609,27356,168479,0,Organic,2021-05-04 23:20:25,2023-02-07 13:17:45,66.04,1,1.0,66.04
54611,83091,1681682,0,Organic,2021-11-03 15:10:40,2023-06-28 16:20:04,19.6,2,0.5,9.8
54611,83091,1272987,0,Organic,2022-10-29 13:45:01,2023-06-28 16:20:04,19.6,2,0.5,9.8
54613,79881,1191124,49,Email,2022-01-17 17:59:44,2022-04-18 06:34:50,100.21,1,1.0,100.21
54614,64513,235628,12,Social,2021-04-06 07:51:11,2023-01-05 23:23:45,118.41,2,0.5,59.2
54614,64513,1171030,12,Social,2022-11-21 14:44:50,2023-01-05 23:23:45,118.41,2,0.5,59.2
54615,39182,831460,1,Paid Search,2021-07-23 13:51:16,2022-08-24 14:38:04,12.45,2,0.5,6.22
54615,39182,1587861,0,Direct,2021-09-01 14:02:02,2022-08-24 14:38:04,12.45,2,0.5,6.22
54616,89206,1612801,0,Organic,2021-04-01 20:36:19,2021-09-26 20:38:00,33.89,1,1.0,33.89
54620,78868,1107277,23,Paid Search,2021-03-24 22:48:25,2022-11-06 10:52:32,61.8,3,0.3333,20.6
54620,78868,998205,0,Organic,2022-02-19 20:18:42,2022-11-06 10:52:32,61.8,3,0.3333,20.6
54620,78868,893896,0,Direct,2022-03-29 13:53:02,2022-11-06 10:52:32,61.8,3,0.3333,20.6
54621,5661,603822,1,Paid Search,2021-03-25 02:33:32,2023-07-13 06:15:32,202.76,2,0.5,101.38
54621,5661,1796826,0,Organic,2021-12-17 13:53:32,2023-07-13 06:15:32,202.76,2,0.5,101.38
54622,30941,659493,0,Direct,2021-03-05 05:17:14,2023-01-21 10:59:33,61.62,3,0.3333,20.54
54622,30941,1210375,26,Social,2022-06-04 14:56:51,2023-01-21 10:59:33,61.62,3,0.3333,20.54
54622,30941,373047,0,Organic,2022-10-28 07:10:18,2023-01-21 10:59:33,61.62,3,0.3333,20.54
54623,47431,1884457,0,Organic,2021-08-18 16:06:54,2023-11-22 05:35:01,16.32,1,1.0,16.32
54625,92954,1065875,26,Paid Search,2021-04-23 19:29:12,2022-03-11 22:54:33,106.79,1,1.0,106.79
54630,90648,107904,8,Paid Search,2021-06-07 19:03:54,2022-02-14 00:22:36,60.21,2,0.5,30.11
54630,90648,1174031,26,Paid Search,2021-11-01 07:57:48,2022-02-14 00:22:36,60.21,2,0.5,30.11
54631,83066,112292,0,Organic,2021-03-19 16:21:27,2022-02-26 19:26:32,71.42,2,0.5,35.71
54631,83066,263422,17,Paid Search,2021-05-23 09:33:19,2022-02-26 19:26:32,71.42,2,0.5,35.71
54632,99294,700639,0,Direct,2021-02-17 20:57:21,2021-11-27 21:41:45,116.12,1,1.0,116.12
54635,53347,185107,20,Social,2021-06-11 20:03:09,2022-05-10 22:41:46,25.65,2,0.5,12.82
54635,53347,1770121,0,Organic,2021-10-22 06:18:39,2022-05-10 22:41:46,25.65,2,0.5,12.82
54636,46143,544275,44,Paid Search,2022-08-07 17:35:53,2022-12-25 06:11:29,18.71,1,1.0,18.71
54637,80788,39581,0,Organic,2022-02-12 02:12:07,2023-04-22 00:24:07,52.65,1,1.0,52.65
54640,14675,1584563,26,Email,2021-01-27 02:00:37,2021-11-13 15:19:52,220.24,1,1.0,220.24
54641,32581,881960,18,Email,2022-04-28 01:43:19,2022-12-14 20:58:24,35.12,1,1.0,35.12
54643,22960,1437331,18,Paid Search,2022-01-17 11:19:24,2022-11-20 13:18:12,44.52,2,0.5,22.26
54643,22960,696129,0,Organic,2022-08-10 03:59:10,2022-11-20 13:18:12,44.52,2,0.5,22.26
54645,28668,1309976,0,Direct,2021-07-21 07:59:23,2022-01-23 17:38:05,109.7,1,1.0,109.7
54646,80517,954367,0,Organic,2023-05-13 18:01:29,2023-08-27 19:39:15,59.35,2,0.5,29.68
54646,80517,115215,0,Organic,2023-08-22 18:25:02,2023-08-27 19:39:15,59.35,2,0.5,29.68
54647,86432,883673,48,Email,2022-05-04 08:09:36,2023-01-29 08:34:48,154.44,1,1.0,154.44
54650,52302,863294,0,Organic,2022-09-03 11:46:54,2022-12-31 14:24:14,124.6,2,0.5,62.3
54650,52302,1763916,0,Organic,2022-11-10 03:16:22,2022-12-31 14:24:14,124.6,2,0.5,62.3
54656,24013,39327,45,Paid Search,2021-10-15 18:02:55,2022-08-29 02:48:44,15.62,1,1.0,15.62
54658,42861,1440352,40,Email,2022-08-18 05:24:23,2022-10-31 13:11:33,71.14,2,0.5,35.57
54658,42861,1456095,37,Social,2022-08-24 16:22:11,2022-10-31 13:11:33,71.14,2,0.5,35.57
54659,50042,1566573,0,Organic,2022-11-14 20:10:30,2023-12-21 06:54:31,122.5,2,0.5,61.25
54659,50042,237407,0,Organic,2023-08-19 22:07:37,2023-12-21 06:54:31,122.5,2,0.5,61.25
54661,74438,979788,43,Email,2021-07-28 23:49:46,2023-08-20 19:29:18,12.65,1,1.0,12.65
54662,78452,621389,39,Social,2021-06-08 19:15:50,2022-02-22 08:06:15,20.35,1,1.0,20.35
54663,81805,65497,27,Social,2022-11-05 10:35:54,2023-10-26 17:49:30,98.23,2,0.5,49.12
54663,81805,1948736,4,Paid Search,2023-08-23 14:56:36,2023-10-26 17:49:30,98.23,2,0.5,49.12
54666,78563,262880,0,Organic,2021-02-02 20:22:48,2022-06-21 19:43:13,124.08,1,1.0,124.08
54668,12246,1930804,41,Email,2021-06-03 19:31:09,2022-11-16 01:52:15,92.28,2,0.5,46.14
54668,12246,266430,0,Organic,2021-09-29 15:56:21,2022-11-16 01:52:15,92.28,2,0.5,46.14
54669,72755,628753,0,Organic,2021-02-23 14:32:35,2022-02-17 06:57:39,95.18,1,1.0,95.18
54671,84338,1659273,0,Organic,2021-11-05 20:01:09,2022-07-18 22:12:36,162.34,2,0.5,81.17
54671,84338,599262,47,Paid Search,2022-05-13 12:45:41,2022-07-18 22:12:36,162.34,2,0.5,81.17
54674,70348,650369,0,Direct,2021-05-25 19:41:40,2021-07-18 13:55:14,80.73,1,1.0,80.73
54678,34550,577362,47,Paid Search,2021-01-14 01:56:46,2022-08-11 03:26:39,41.49,2,0.5,20.75
54678,34550,1419449,0,Direct,2021-07-16 06:20:23,2022-08-11 03:26:39,41.49,2,0.5,20.75
54679,99291,1851417,0,Direct,2022-02-26 18:50:33,2023-11-13 22:47:30,88.94,2,0.5,44.47
54679,99291,1350130,0,Organic,2023-04-06 16:45:30,2023-11-13 22:47:30,88.94,2,0.5,44.47
54680,29599,1328593,0,Organic,2021-01-24 00:05:38,2022-11-06 07:43:58,44.36,1,1.0,44.36
54681,80910,1094174,0,Organic,2021-01-28 19:28:15,2021-12-14 22:43:04,7.65,1,1.0,7.65
54682,76940,283641,0,Organic,2021-10-23 19:15:00,2022-04-17 11:38:18,110.82,1,1.0,110.82
54685,77302,1616969,0,Organic,2021-08-05 23:29:04,2023-05-20 11:42:33,25.06,3,0.3333,8.35
54685,77302,1904891,37,Email,2022-01-30 18:10:50,2023-05-20 11:42:33,25.06,3,0.3333,8.35
54685,77302,1179688,31,Social,2023-01-20 10:40:49,2023-05-20 11:42:33,25.06,3,0.3333,8.35
54687,99743,1466605,0,Organic,2021-06-18 08:12:43,2021-12-09 05:07:20,271.82,2,0.5,135.91
54687,99743,848166,7,Email,2021-09-04 00:18:59,2021-12-09 05:07:20,271.82,2,0.5,135.91
54688,79825,1270019,32,Paid Search,2021-02-17 13:25:08,2023-12-07 13:56:41,118.3,1,1.0,118.3
54690,26897,54444,19,Social,2021-12-24 05:36:17,2023-10-19 06:18:43,241.32,3,0.3333,80.44
54690,26897,1190623,0,Organic,2023-01-07 08:01:21,2023-10-19 06:18:43,241.32,3,0.3333,80.44
54690,26897,635758,8,Paid Search,2023-05-18 20:04:29,2023-10-19 06:18:43,241.32,3,0.3333,80.44
54691,78631,640132,0,DIRECT,2021-02-27 20:48:01,2021-04-05 01:53:09,53.46,1,1.0,53.46
54692,60553,500552,44,Paid Search,2021-03-08 19:06:16,2021-07-17 14:58:10,155.89,1,1.0,155.89
54693,6588,1984433,0,Organic,2022-11-05 10:21:12,2023-05-05 12:14:42,110.08,1,1.0,110.08
54696,29308,1737972,5,Paid Search,2021-10-16 23:29:37,2023-03-27 05:29:25,56.13,3,0.3333,18.71
54696,29308,1153518,0,Organic,2022-08-16 09:01:16,2023-03-27 05:29:25,56.13,3,0.3333,18.71
54696,29308,153617,36,Email,2023-02-26 21:11:10,2023-03-27 05:29:25,56.13,3,0.3333,18.71
54697,57469,1480310,30,Paid Search,2022-04-23 11:43:02,2022-06-05 16:31:52,38.78,1,1.0,38.78
54703,2582,418751,13,EMAIL,2021-10-05 08:59:05,2023-03-21 16:30:01,103.33,3,0.3333,34.44
54703,2582,922044,0,Organic,2021-10-10 19:58:49,2023-03-21 16:30:01,103.33,3,0.3333,34.44
54703,2582,9038,45,Email,2022-07-09 22:42:13,2023-03-21 16:30:01,103.33,3,0.3333,34.44
54704,28792,689915,0,Organic,2022-05-08 23:36:11,2022-07-23 12:35:27,69.02,1,1.0,69.02
54705,90648,107904,8,Paid Search,2021-06-07 19:03:54,2022-12-13 16:20:28,126.4,2,0.5,63.2
54705,90648,1174031,26,Paid Search,2021-11-01 07:57:48,2022-12-13 16:20:28,126.4,2,0.5,63.2
54706,19342,1192928,0,Organic,2022-02-25 19:17:51,2023-06-01 20:11:27,47.27,1,1.0,47.27
54707,63526,640159,0,Organic,2021-11-24 11:22:08,2023-01-22 01:42:59,162.5,2,0.5,81.25
54707,63526,1898749,0,Direct,2022-04-18 15:28:26,2023-01-22 01:42:59,162.5,2,0.5,81.25
54708,42430,1649954,0,Organic,2021-08-29 07:47:15,2023-04-01 12:25:22,78.44,2,0.5,39.22
54708,42430,1964277,0,Organic,2022-05-26 13:34:25,2023-04-01 12:25:22,78.44,2,0.5,39.22
54709,50456,715477,8,Email,2021-12-29 11:13:06,2022-07-20 04:42:27,85.64,1,1.0,85.64
54710,54058,1179723,0,Organic,2021-04-21 20:56:01,2022-06-19 03:30:40,37.76,1,1.0,37.76
54714,66021,222824,0,Direct,2021-06-16 22:35:31,2021-09-14 08:01:44,54.18,1,1.0,54.18
54718,68041,1759698,0,Direct,2022-01-09 18:39:59,2023-11-20 00:11:46,94.4,2,0.5,47.2
54718,68041,1372590,41,Paid Search,2022-12-19 11:04:43,2023-11-20 00:11:46,94.4,2,0.5,47.2
54720,11282,1857481,21,Paid Search,2021-07-04 21:16:02,2022-11-27 07:47:57,126.65,2,0.5,63.33
54720,11282,197899,0,Organic,2022-10-26 07:56:56,2022-11-27 07:47:57,126.65,2,0.5,63.33
54722,88104,153663,31,Email,2021-08-07 21:10:38,2023-12-31 16:04:08,230.74,5,0.2,46.15
54722,88104,1776492,0,Organic,2022-03-21 17:43:49,2023-12-31 16:04:08,230.74,5,0.2,46.15
54722,88104,148938,0,Direct,2022-09-23 18:10:25,2023-12-31 16:04:08,230.74,5,0.2,46.15
54722,88104,1102118,0,Organic,2023-09-22 20:03:40,2023-12-31 16:04:08,230.74,5,0.2,46.15
54722,88104,1789180,0,Direct,2023-11-17 09:19:17,2023-12-31 16:04:08,230.74,5,0.2,46.15
54724,56204,641166,0,Direct,2022-05-31 14:15:46,2022-08-30 16:56:56,97.02,1,1.0,97.02
54725,699,1306662,46,Social,2021-01-20 19:51:46,2021-11-03 20:19:46,116.65,1,1.0,116.65
54726,98767,433113,34,Paid Search,2021-05-01 09:58:18,2022-11-03 05:50:05,73.34,2,0.5,36.67
54726,98767,182918,0,Organic,2022-02-11 18:55:52,2022-11-03 05:50:05,73.34,2,0.5,36.67
54727,29974,443786,39,Paid Search,2021-03-15 22:15:07,2021-12-21 05:49:26,25.23,1,1.0,25.23
54730,35285,1626731,39,Paid Search,2021-11-07 08:40:47,2022-07-25 00:41:18,43.51,1,1.0,43.51
54736,43386,244893,3,Paid Search,2021-11-06 19:20:50,2022-05-15 23:08:35,76.32,1,1.0,76.32
54738,47631,1931638,50,Social,2023-01-10 21:05:23,2023-04-27 08:04:19,78.13,1,1.0,78.13
54739,3163,1387968,40,Social,2022-01-18 18:16:03,2023-03-12 19:10:15,121.81,2,0.5,60.91
54739,3163,1398706,6,Paid Search,2022-06-30 15:44:55,2023-03-12 19:10:15,121.81,2,0.5,60.91
54740,33367,1413549,17,Social,2022-06-24 10:01:46,2022-11-01 18:13:49,13.56,1,1.0,13.56
54747,42872,119304,48,Paid Search,2021-09-16 12:13:27,2023-09-13 06:18:49,16.12,3,0.3333,5.37
54747,42872,158608,0,Organic,2022-07-29 21:34:51,2023-09-13 06:18:49,16.12,3,0.3333,5.37
54747,42872,510662,0,Organic,2023-05-28 12:16:56,2023-09-13 06:18:49,16.12,3,0.3333,5.37
54751,94559,1976260,23,Email,2022-05-30 14:55:45,2023-06-16 13:48:28,200.2,2,0.5,100.1
54751,94559,1265002,0,Direct,2023-03-26 21:01:45,2023-06-16 13:48:28,200.2,2,0.5,100.1
54752,58824,1415438,0,Organic,2022-08-11 09:40:11,2023-05-04 07:03:10,124.87,2,0.5,62.44
54752,58824,1704910,49,Social,2023-02-02 21:05:02,2023-05-04 07:03:10,124.87,2,0.5,62.44
54754,91311,481694,0,Direct,2021-04-05 07:43:23,2023-10-02 13:51:03,16.41,3,0.3333,5.47
54754,91311,1151829,0,Organic,2023-05-03 15:12:46,2023-10-02 13:51:03,16.41,3,0.3333,5.47
54754,91311,828246,10,Paid Search,2023-05-08 01:25:08,2023-10-02 13:51:03,16.41,3,0.3333,5.47
54758,9195,776944,32,Email,2021-08-22 20:15:34,2022-06-18 18:20:29,68.28,1,1.0,68.28
54759,85653,1926356,0,Organic,2021-05-05 05:08:25,2023-12-20 20:07:09,130.15,3,0.3333,43.38
54759,85653,660432,19,Social,2022-03-12 13:18:51,2023-12-20 20:07:09,130.15,3,0.3333,43.38
54759,85653,410759,0,Organic,2023-11-26 11:54:18,2023-12-20 20:07:09,130.15,3,0.3333,43.38
54760,33270,1729987,0,Organic,2022-06-24 16:28:35,2023-01-14 20:37:02,458.91,2,0.5,229.46
54760,33270,1511426,0,Organic,2022-07-18 17:28:03,2023-01-14 20:37:02,458.91,2,0.5,229.46
54762,74218,1811432,0,Organic,2021-03-11 13:03:15,2021-05-25 14:07:28,42.42,1,1.0,42.42
54765,605,1323892,32,Paid Search,2022-07-07 05:23:28,2022-11-06 09:36:11,23.87,1,1.0,23.87
54766,44540,205227,0,Organic,2021-01-27 12:05:07,2022-08-16 14:30:51,96.23,2,0.5,48.12
54766,44540,288363,35,Email,2021-11-06 16:44:03,2022-08-16 14:30:51,96.23,2,0.5,48.12
54768,36153,426261,14,Social,2022-03-29 18:36:01,2023-12-21 08:45:39,78.81,2,0.5,39.41
54768,36153,1116735,8,Paid Search,2023-05-01 08:05:48,2023-12-21 08:45:39,78.81,2,0.5,39.41
54769,11499,1489905,6,Social,2021-02-03 08:37:11,2022-03-14 00:43:01,49.63,2,0.5,24.82
54769,11499,893386,13,Email,2021-02-05 14:21:36,2022-03-14 00:43:01,49.63,2,0.5,24.82
54770,21697,278984,0,Organic,2021-06-06 07:08:47,2022-10-19 18:28:51,190.41,3,0.3333,63.47
54770,21697,515702,0,Organic,2021-10-04 20:33:11,2022-10-19 18:28:51,190.41,3,0.3333,63.47
54770,21697,1623509,21,Social,2022-03-23 11:23:31,2022-10-19 18:28:51,190.41,3,0.3333,63.47
54774,5901,504507,0,Organic,2021-04-14 12:01:28,2022-12-09 19:39:17,112.53,5,0.2,22.51
54774,5901,1698154,0,Organic,2021-10-22 21:55:02,2022-12-09 19:39:17,112.53,5,0.2,22.51
54774,5901,597898,42,Paid Search,2022-03-23 21:34:09,2022-12-09 19:39:17,112.53,5,0.2,22.51
54774,5901,71222,0,ORGANIC,2022-07-22 05:08:35,2022-12-09 19:39:17,112.53,5,0.2,22.51
54774,5901,1003811,10,Social,2022-10-01 18:45:14,2022-12-09 19:39:17,112.53,5,0.2,22.51
54776,97478,45619,0,Organic,2021-02-04 13:24:30,2022-04-14 11:14:25,11.89,4,0.25,2.97
54776,97478,59790,0,Organic,2021-11-23 16:46:50,2022-04-14 11:14:25,11.89,4,0.25,2.97
54776,97478,421791,43,Social,2021-12-20 23:31:10,2022-04-14 11:14:25,11.89,4,0.25,2.97
54776,97478,251475,0,Organic,2022-01-11 17:36:10,2022-04-14 11:14:25,11.89,4,0.25,2.97
54777,91556,321237,15,Social,2022-12-21 17:25:50,2023-04-16 18:19:00,78.54,1,1.0,78.54
54778,4624,619089,33,Paid Search,2021-04-30 05:46:08,2021-06-10 22:07:17,17.6,2,0.5,8.8
54778,4624,1801262,27,Paid Search,2021-05-23 04:40:07,2021-06-10 22:07:17,17.6,2,0.5,8.8
54781,98026,1554446,47,Paid Search,2021-06-21 21:14:34,2023-05-14 18:53:02,188.07,2,0.5,94.03
54781,98026,1651939,20,Email,2022-07-31 10:08:47,2023-05-14 18:53:02,188.07,2,0.5,94.03
54782,69083,1500151,0,Direct,2021-02-15 08:43:33,2021-04-08 21:29:47,62.48,1,1.0,62.48
54783,58136,1926897,0,Organic,2022-11-02 08:03:27,2023-09-24 15:09:14,13.08,1,1.0,13.08
54787,45551,1214612,0,Direct,2021-07-30 12:33:03,2022-07-18 15:08:46,102.66,1,1.0,102.66
54788,82111,609748,50,Social,2021-08-13 14:45:37,2023-05-10 19:45:35,59.02,3,0.3333,19.67
54788,82111,749600,34,Paid Search,2021-11-15 11:47:27,2023-05-10 19:45:35,59.02,3,0.3333,19.67
54788,82111,1869425,0,Organic,2022-01-27 21:25:21,2023-05-10 19:45:35,59.02,3,0.3333,19.67
54789,56334,731724,28,Paid Search,2021-03-05 10:04:45,2023-04-02 13:37:13,65.06,2,0.5,32.53
54789,56334,536099,0,Organic,2022-08-25 15:30:15,2023-04-02 13:37:13,65.06,2,0.5,32.53
54790,19530,1698904,36,Social,2022-05-09 01:50:09,2023-08-24 04:39:23,15.87,1,1.0,15.87
54792,2791,827713,38,Social,2021-06-03 15:03:43,2021-12-25 22:00:10,25.32,1,1.0,25.32
54793,9850,1142640,0,Organic,2021-05-30 17:16:11,2021-11-06 09:17:09,113.6,1,1.0,113.6
54795,40297,898130,0,Organic,2023-05-29 10:47:20,2023-09-22 10:44:47,121.82,1,1.0,121.82
54798,37781,794227,25,Email,2021-08-01 15:08:36,2022-06-04 15:16:07,35.27,1,1.0,35.27
54799,58146,414187,0,Organic,2021-02-19 06:55:32,2023-05-14 17:54:04,41.78,2,0.5,20.89
54799,58146,455147,0,Direct,2023-03-30 16:50:05,2023-05-14 17:54:04,41.78,2,0.5,20.89
54800,88504,152179,13,PAID SEARCH,2021-04-02 16:07:04,2022-11-25 02:34:55,120.48,3,0.3333,40.16
54800,88504,3109,0,Organic,2021-06-30 15:51:45,2022-11-25 02:34:55,120.48,3,0.3333,40.16
54800,88504,403669,29,Social,2022-02-27 06:12:25,2022-11-25 02:34:55,120.48,3,0.3333,40.16
